id,sucursal,fecha,periodo,producto,familia,unidad_venta,modificacion_original,cantidad,piezas_equivalentes,ventas_brutas,ingresos,precio_unitario,es_servicio_envio,n_guisados,n_extras,n_peticiones
112793,Principal,2026-07-22,2026-07,Tacos de Maiz,Taco,PIEZA,Frijoles con Queso,1.0,1.0,25.0,25.0,25.0,false,1,0,0
112794,Principal,2026-07-22,2026-07,Tacos de Maiz,Taco,PIEZA,Papa con Huevo,3.0,3.0,72.0,72.0,24.0,false,1,0,0
112795,Principal,2026-07-22,2026-07,Tacos de Maiz,Taco,PIEZA,Molida,7.0,7.0,160.0,160.0,22.86,false,1,0,0
112796,Principal,2026-07-22,2026-07,Tacos de Maiz,Taco,PIEZA,Huevo con Nopal,2.0,2.0,47.0,47.0,23.5,false,1,0,0
112797,Principal,2026-07-22,2026-07,Gorditas,Gordita,PIEZA,Cochinita,8.0,8.0,152.0,152.0,19.0,false,1,0,0
112798,Principal,2026-07-22,2026-07,Gorditas,Gordita,PIEZA,Chicharrón,17.0,17.0,326.0,326.0,19.18,false,1,0,0
112799,Principal,2026-07-22,2026-07,Gorditas,Gordita,PIEZA,Requeson,5.0,5.0,95.0,95.0,19.0,false,1,0,0
112800,Principal,2026-07-22,2026-07,Gorditas,Gordita,PIEZA,Deshebrada,28.0,28.0,532.0,532.0,19.0,false,1,0,0
112801,Principal,2026-07-22,2026-07,Bocoles,Bocol,PIEZA,Huevo Verde,11.0,11.0,242.0,242.0,22.0,false,1,0,0
112802,Principal,2026-07-22,2026-07,Gorditas,Gordita,PIEZA,Papa con Chorizo,5.0,5.0,95.0,95.0,19.0,false,1,0,0
112803,Principal,2026-07-22,2026-07,Refresco 355 ml.,Bebida,ORDEN,Coca Cola,2.0,2.0,70.0,70.0,35.0,false,0,0,0
112804,Principal,2026-07-22,2026-07,1/2 Quesadillas (2 pzas.),Quesadilla,ORDEN,Naturales,1.0,2.0,86.0,86.0,86.0,false,0,0,0
112805,Principal,2026-07-22,2026-07,Bocoles,Bocol,PIEZA,Papa,1.0,1.0,22.0,22.0,22.0,false,1,0,0
112806,Principal,2026-07-22,2026-07,Bocoles,Bocol,PIEZA,Frijoles,3.0,3.0,66.0,66.0,22.0,false,1,0,0
112807,Principal,2026-07-22,2026-07,Gorditas,Gordita,PIEZA,Huevo Cascabel,6.0,6.0,114.0,114.0,19.0,false,1,0,0
112808,Principal,2026-07-22,2026-07,Gorditas,Gordita,PIEZA,Asado,9.0,9.0,171.0,171.0,19.0,false,1,0,0
112809,Principal,2026-07-22,2026-07,Tacos de Maiz,Taco,PIEZA,Deshebrada,7.0,7.0,154.0,154.0,22.0,false,1,0,0
112810,Principal,2026-07-22,2026-07,Tacos de Maiz,Taco,PIEZA,Papa,4.0,4.0,88.0,88.0,22.0,false,1,0,0
112811,Principal,2026-07-22,2026-07,Bistec 1 Pza.,Otros,ORDEN,,1.0,1.0,102.0,102.0,102.0,false,0,0,0
112812,Principal,2026-07-22,2026-07,Orden Huevos Estrellados,Huevos,ORDEN,Tierno,1.0,1.0,120.0,120.0,120.0,false,0,0,0
112813,Principal,2026-07-22,2026-07,Jamaica 1 Litro,Bebida,ORDEN,,1.0,1.0,59.0,59.0,59.0,false,0,0,0
112814,Principal,2026-07-22,2026-07,Tacos de Maiz,Taco,PIEZA,Requeson,8.0,8.0,176.0,176.0,22.0,false,1,0,0
112815,Principal,2026-07-22,2026-07,Ciel 600 ml.,Bebida,ORDEN,,3.0,3.0,105.0,105.0,35.0,false,0,0,0
112816,Principal,2026-07-22,2026-07,Tacos de Maiz,Taco,PIEZA,Huevo Rojo,10.0,10.0,220.0,220.0,22.0,false,1,0,0
112817,Principal,2026-07-22,2026-07,Tacos de Harina,Taco,PIEZA,Bistec con Papas,3.0,3.0,69.0,69.0,23.0,false,1,0,0
112818,Principal,2026-07-22,2026-07,Tacos de Harina,Taco,PIEZA,Papa con Chorizo,1.0,1.0,25.0,25.0,25.0,false,1,0,0
112819,Principal,2026-07-22,2026-07,Bocoles,Bocol,PIEZA,Frijoles con Queso,2.0,2.0,47.0,47.0,23.5,false,1,0,0
112820,Principal,2026-07-22,2026-07,Bocoles,Bocol,PIEZA,Deshebrada,8.0,8.0,179.0,179.0,22.38,false,1,0,0
112821,Principal,2026-07-22,2026-07,Gorditas,Gordita,PIEZA,Molida,24.0,24.0,468.0,468.0,19.5,false,1,0,0
112822,Principal,2026-07-22,2026-07,Gorditas,Gordita,PIEZA,"Nopal, Frijoles",1.0,1.0,24.0,24.0,24.0,false,1,1,0
112823,Principal,2026-07-22,2026-07,1/2 Quesadillas (2 pzas.),Quesadilla,ORDEN,Huevo Estrellado Medio (2 pzas.),1.0,2.0,121.0,121.0,121.0,false,0,1,0
112824,Principal,2026-07-22,2026-07,Salsa Verde,Guarnicion,ORDEN,,2.0,2.0,20.0,20.0,10.0,false,0,0,0
112825,Principal,2026-07-22,2026-07,Zanahorias p/llevar,Otros,ORDEN,,2.0,2.0,20.0,20.0,10.0,false,0,0,0
112826,Principal,2026-07-22,2026-07,Limón 1 Litro,Bebida,ORDEN,,2.0,2.0,154.0,154.0,77.0,false,0,0,0
112827,Principal,2026-07-22,2026-07,Tacos de Harina,Taco,PIEZA,Papa con Huevo,1.0,1.0,25.0,25.0,25.0,false,1,0,0
112828,Principal,2026-07-22,2026-07,Tacos de Harina,Taco,PIEZA,Cochinita,5.0,5.0,113.0,113.0,22.6,false,1,0,0
112829,Principal,2026-07-22,2026-07,Tacos de Harina,Taco,PIEZA,"Papa con Huevo, Doble Guiso, Doradito",1.0,1.0,31.0,31.0,31.0,false,1,1,1
112830,Principal,2026-07-22,2026-07,Gorditas,Gordita,PIEZA,"Frijoles con Queso, Queso",1.0,1.0,27.0,27.0,27.0,false,1,1,0
112831,Principal,2026-07-22,2026-07,Gorditas,Gordita,PIEZA,Pollo con Mole,14.0,14.0,278.0,278.0,19.86,false,1,0,0
112832,Principal,2026-07-22,2026-07,Migada Guisado de Carne,Migada,PIEZA,"Cochinita, Deshebrada",1.0,1.0,144.0,144.0,144.0,false,2,0,0
112833,Principal,2026-07-22,2026-07,Jamaica Vaso,Bebida,ORDEN,,14.0,14.0,588.0,588.0,42.0,false,0,0,0
112834,Principal,2026-07-22,2026-07,Café Negro,Bebida,ORDEN,Normal,11.0,11.0,488.0,488.0,44.36,false,0,0,0
112835,Principal,2026-07-22,2026-07,Gorditas,Gordita,PIEZA,Huevo Rojo,16.0,16.0,307.0,307.0,19.19,false,1,0,0
112836,Principal,2026-07-22,2026-07,Gorditas,Gordita,PIEZA,Papa con Huevo,6.0,6.0,114.0,114.0,19.0,false,1,0,0
112837,Principal,2026-07-22,2026-07,Gorditas,Gordita,PIEZA,Frijoles con Queso,10.0,10.0,199.0,199.0,19.9,false,1,0,0
112838,Principal,2026-07-22,2026-07,Gorditas,Gordita,PIEZA,Huevo Verde,13.0,13.0,250.0,250.0,19.23,false,1,0,0
112839,Principal,2026-07-22,2026-07,Horchata Vaso,Bebida,ORDEN,,6.0,6.0,252.0,252.0,42.0,false,0,0,0
112840,Principal,2026-07-22,2026-07,Tacos de Maiz,Taco,PIEZA,Pollo con Mole,3.0,3.0,66.0,66.0,22.0,false,1,0,0
112841,Principal,2026-07-22,2026-07,Gorditas,Gordita,PIEZA,Papa,11.0,11.0,209.0,209.0,19.0,false,1,0,0
112842,Principal,2026-07-22,2026-07,Gorditas,Gordita,PIEZA,Frijoles,4.0,4.0,76.0,76.0,19.0,false,1,0,0
112843,Principal,2026-07-21,2026-07,1/2 Empanadas (2 pzas.),Empanada,ORDEN,"Sin Lechuga, Sin Tomate, Sin Queso, Sin Crema, Deshebrada, Molida",1.0,2.0,94.0,94.0,94.0,false,2,0,4
112844,Principal,2026-07-21,2026-07,Empanadas (4 pzas.),Empanada,ORDEN,"Huevo Verde , Cochinita, Deshebrada, Chicharrón",1.0,4.0,144.0,144.0,144.0,false,4,0,0
112845,Principal,2026-07-21,2026-07,Empanadas (4 pzas.),Empanada,ORDEN,"Cochinita, Deshebrada, Chicharrón, Pollo con Mole",1.0,4.0,144.0,144.0,144.0,false,4,0,0
112846,Principal,2026-07-21,2026-07,1/2 Quesadillas (2 pzas.),Quesadilla,ORDEN,"Sin Verduras, Frijoles Aparte",2.0,4.0,172.0,172.0,86.0,false,0,0,2
112847,Principal,2026-07-21,2026-07,Pieza Extra Quesadilla,Quesadilla,ORDEN,,1.0,1.0,35.0,35.0,35.0,false,0,0,0
112848,Principal,2026-07-21,2026-07,1/2 Quesadillas (2 pzas.),Quesadilla,ORDEN,"Sin Crema, Sin Verduras",1.0,2.0,86.0,86.0,86.0,false,0,0,2
112849,Principal,2026-07-21,2026-07,1/2 Enchiladas Rojas,Enchilada,ORDEN,"Huevo Estrellado Tierno (2 pzas.), Sin Tomate, Poca Lechuga",1.0,1.0,130.0,130.0,130.0,false,0,1,2
112850,Principal,2026-07-21,2026-07,Tacos de Harina,Taco,PIEZA,Requesón Picosito,2.0,2.0,44.0,44.0,22.0,false,1,0,0
112851,Principal,2026-07-21,2026-07,Tacos de Harina,Taco,PIEZA,Huevo Cascabel,1.0,1.0,22.0,22.0,22.0,false,1,0,0
112852,Principal,2026-07-21,2026-07,Plátano Frito,Otros,ORDEN,"Crema, Queso, Lechera",1.0,1.0,42.0,42.0,42.0,false,1,0,0
112853,Principal,2026-07-21,2026-07,Jamaica 1 Litro,Bebida,ORDEN,,1.0,1.0,59.0,59.0,59.0,false,0,0,0
112854,Principal,2026-07-21,2026-07,Migada Guisado de Carne,Migada,PIEZA,Deshebrada,1.0,1.0,144.0,144.0,144.0,false,1,0,0
112855,Principal,2026-07-21,2026-07,Bisquet,Otros,ORDEN,Mantequilla,1.0,1.0,30.0,30.0,30.0,false,0,0,0
112856,Principal,2026-07-21,2026-07,Refresco 600 ml.,Bebida,ORDEN,Delaware,1.0,1.0,39.0,39.0,39.0,false,0,0,0
112857,Principal,2026-07-21,2026-07,Enchiladas Rojas,Enchilada,ORDEN,,1.0,1.0,147.0,147.0,147.0,false,0,0,0
112858,Principal,2026-07-21,2026-07,1/2 Encremadas,Encremada,ORDEN,,1.0,1.0,95.0,95.0,95.0,false,0,0,0
112859,Principal,2026-07-21,2026-07,1/2 Empanadas (2 pzas.),Empanada,ORDEN,Deshebrada &times 2,1.0,2.0,94.0,94.0,94.0,false,1,0,0
112860,Principal,2026-07-21,2026-07,Servicio a Dom.,Servicio a domicilio,ORDEN,25,1.0,25.0,25.0,25.0,25.0,true,0,0,0
112861,Principal,2026-07-21,2026-07,Tacos de Harina,Taco,PIEZA,Bistec con Papas,2.0,2.0,44.0,44.0,22.0,false,1,0,0
112862,Principal,2026-07-21,2026-07,Fuze Tea,Bebida,ORDEN,,1.0,1.0,45.0,45.0,45.0,false,0,0,0
112863,Principal,2026-07-21,2026-07,1/2 Enchiladas Rojas,Enchilada,ORDEN,Huevo Revuelto (p/relleno),1.0,1.0,130.0,130.0,130.0,false,0,1,0
112864,Principal,2026-07-21,2026-07,Plátano Frito,Otros,ORDEN,Lechera,1.0,1.0,42.0,42.0,42.0,false,0,0,0
112865,Principal,2026-07-21,2026-07,Quesadillas (4 pzas.),Quesadilla,ORDEN,Sin Verduras,1.0,4.0,133.0,133.0,133.0,false,0,0,1
112866,Principal,2026-07-21,2026-07,Migada Guisado de Carne,Migada,PIEZA,"Cochinita, Requesón Picosito",1.0,1.0,144.0,144.0,144.0,false,2,0,0
112867,Principal,2026-07-21,2026-07,Migada Guisado de Carne,Migada,PIEZA,"Huevo con Nopal, Deshebrada, En dos platos",1.0,1.0,144.0,144.0,144.0,false,2,0,1
112868,Principal,2026-07-21,2026-07,Plátano Frito,Otros,ORDEN,"Crema, Queso",1.0,1.0,42.0,42.0,42.0,false,1,0,0
112869,Principal,2026-07-21,2026-07,1/2 Entomatadas,Entomatada,ORDEN,Bistec (1 pza.),1.0,1.0,197.0,197.0,197.0,false,0,1,0
112870,Principal,2026-07-21,2026-07,Horchata 1 Litro,Bebida,ORDEN,,3.0,3.0,207.0,207.0,69.0,false,0,0,0
112871,Principal,2026-07-21,2026-07,Zanahorias p/llevar,Otros,ORDEN,,2.0,2.0,20.0,20.0,10.0,false,0,0,0
112872,Principal,2026-07-21,2026-07,1/2 Quesadillas (2 pzas.),Quesadilla,ORDEN,Sin Verduras,1.0,2.0,86.0,86.0,86.0,false,0,0,1
112873,Principal,2026-07-21,2026-07,Tacos de Maiz,Taco,PIEZA,Requeson,1.0,1.0,22.0,22.0,22.0,false,1,0,0
112874,Principal,2026-07-21,2026-07,Tacos de Maiz,Taco,PIEZA,Papa con Chorizo,1.0,1.0,22.0,22.0,22.0,false,1,0,0
112875,Principal,2026-07-21,2026-07,1/2 Empanadas (2 pzas.),Empanada,ORDEN,"Sin Lechuga, Pollo con Mole, Queso",1.0,2.0,94.0,94.0,94.0,false,1,1,1
112876,Principal,2026-07-21,2026-07,1/2 Empanadas (2 pzas.),Empanada,ORDEN,"Huevo con Chorizo, Chicharrón",1.0,2.0,94.0,94.0,94.0,false,2,0,0
112877,Principal,2026-07-21,2026-07,Empanadas (4 pzas.),Empanada,ORDEN,"Deshebrada, Requesón Picosito, Chicharrón, Queso",1.0,4.0,144.0,144.0,144.0,false,3,1,0
112878,Principal,2026-07-21,2026-07,Tacos de Maiz,Taco,PIEZA,Huevo Verde,3.0,3.0,66.0,66.0,22.0,false,1,0,0
112879,Principal,2026-07-21,2026-07,Empanadas (4 pzas.),Empanada,ORDEN,Pollo con Mole &times 4,1.0,4.0,144.0,144.0,144.0,false,1,0,0
112880,Principal,2026-07-21,2026-07,1/2 Entomatadas,Entomatada,ORDEN,"Sin Queso, Sin Crema, Papa &times 3, Relleno de Guisados",1.0,1.0,133.0,133.0,133.0,false,1,1,2
112881,Principal,2026-07-21,2026-07,Tacos de Maiz,Taco,PIEZA,"Papa con Huevo, Queso",2.0,2.0,54.0,54.0,27.0,false,1,1,0
112882,Principal,2026-07-21,2026-07,Tacos de Maiz,Taco,PIEZA,"Huevo Rojo, Queso",1.0,1.0,27.0,27.0,27.0,false,1,1,0
112883,Principal,2026-07-21,2026-07,Café con Leche,Bebida,ORDEN,Lechero,1.0,1.0,42.0,42.0,42.0,false,0,0,0
112884,Principal,2026-07-21,2026-07,1/2 Enchiladas Picositas,Enchilada,ORDEN,Huevo Estrellado Cocido (2 pzas.),1.0,1.0,130.0,130.0,130.0,false,0,1,0
112885,Principal,2026-07-21,2026-07,Ciel 600 ml.,Bebida,ORDEN,,4.0,4.0,140.0,140.0,35.0,false,0,0,0
112886,Principal,2026-07-21,2026-07,Entomatadas,Entomatada,ORDEN,,4.0,4.0,588.0,588.0,147.0,false,0,0,0
112887,Principal,2026-07-21,2026-07,1/2 Entomatadas,Entomatada,ORDEN,Sin Crema,1.0,1.0,95.0,95.0,95.0,false,0,0,1
112888,Principal,2026-07-21,2026-07,Empanadas (4 pzas.),Empanada,ORDEN,"Cochinita, Chicharrón, Molida, Queso",1.0,4.0,144.0,144.0,144.0,false,3,1,0
112889,Principal,2026-07-21,2026-07,Limón 1 Litro,Bebida,ORDEN,,2.0,2.0,118.0,118.0,59.0,false,0,0,0
112890,Principal,2026-07-21,2026-07,Tacos de Harina,Taco,PIEZA,Cochinita,2.0,2.0,44.0,44.0,22.0,false,1,0,0
112891,Principal,2026-07-21,2026-07,Empanadas (4 pzas.),Empanada,ORDEN,"Deshebrada, Asado, Requesón Picosito, Queso",1.0,4.0,187.0,187.0,187.0,false,3,1,0
112892,Principal,2026-07-21,2026-07,Migada Guisado de Carne,Migada,PIEZA,"Cochinita, Molida",1.0,1.0,144.0,144.0,144.0,false,2,0,0
112893,Principal,2026-07-21,2026-07,1/2 Enmoladas,Enmolada,ORDEN,"Sin Crema, Sin Aguacate",1.0,1.0,95.0,95.0,95.0,false,0,0,2
112894,Principal,2026-07-21,2026-07,Migada Guisado de Carne,Migada,PIEZA,"Deshebrada, Nopal, Sin Queso, Sin Crema",1.0,1.0,144.0,144.0,144.0,false,2,0,2
112895,Principal,2026-07-21,2026-07,Gorditas,Gordita,PIEZA,Nopal,2.0,2.0,38.0,38.0,19.0,false,1,0,0
112896,Principal,2026-07-21,2026-07,Refresco 600 ml.,Bebida,ORDEN,Coca Light,1.0,1.0,39.0,39.0,39.0,false,0,0,0
112897,Principal,2026-07-21,2026-07,1/2 Empanadas (2 pzas.),Empanada,ORDEN,"Deshebrada, Queso",1.0,2.0,94.0,94.0,94.0,false,1,1,0
112898,Principal,2026-07-21,2026-07,1/2 Quesadillas (2 pzas.),Quesadilla,ORDEN,"Verdura Aparte, Poco Frijol",1.0,2.0,86.0,86.0,86.0,false,0,0,2
112899,Principal,2026-07-21,2026-07,Pieza de Pan Dulce,Guarnicion,ORDEN,,5.0,5.0,140.0,140.0,28.0,false,0,0,0
112900,Principal,2026-07-21,2026-07,Migada Guisado de Carne,Migada,PIEZA,"Cochinita, Sin Lechuga, Sin Tomate, Sin Crema, Sin Aguacate",1.0,1.0,144.0,144.0,144.0,false,1,0,4
112901,Principal,2026-07-21,2026-07,Tacos de Maiz,Taco,PIEZA,Papa,1.0,1.0,22.0,22.0,22.0,false,1,0,0
112902,Principal,2026-07-21,2026-07,Tacos de Maiz,Taco,PIEZA,Bistec con Papas,5.0,5.0,110.0,110.0,22.0,false,1,0,0
112903,Principal,2026-07-21,2026-07,Tacos de Maiz,Taco,PIEZA,Molida,1.0,1.0,22.0,22.0,22.0,false,1,0,0
112904,Principal,2026-07-21,2026-07,1/2 Entomatadas,Entomatada,ORDEN,,2.0,2.0,190.0,190.0,95.0,false,0,0,0
112905,Principal,2026-07-21,2026-07,Café con Leche,Bebida,ORDEN,Poca leche,3.0,3.0,126.0,126.0,42.0,false,0,0,0
112906,Principal,2026-07-21,2026-07,Huevos con Deshebrada,Huevos,ORDEN,,3.0,3.0,446.0,446.0,148.67,false,0,0,0
112907,Principal,2026-07-21,2026-07,1/2 Enchiladas Rojas,Enchilada,ORDEN,Huevo Estrellado Medio (2 pzas.),1.0,1.0,130.0,130.0,130.0,false,0,1,0
112908,Principal,2026-07-21,2026-07,1/2 Enchiladas Rojas,Enchilada,ORDEN,Sin Lechuga,1.0,1.0,95.0,95.0,95.0,false,0,0,1
112909,Principal,2026-07-21,2026-07,1/2 Enmoladas,Enmolada,ORDEN,Huevo Estrellado Medio (2 pzas.),1.0,1.0,130.0,130.0,130.0,false,0,1,0
112910,Principal,2026-07-21,2026-07,Quesadillas (4 pzas.),Quesadilla,ORDEN,"Sin Lechuga, Verdura Aparte, Frijoles Aparte",1.0,4.0,133.0,133.0,133.0,false,0,0,3
112911,Principal,2026-07-21,2026-07,Bocoles,Bocol,PIEZA,Huevo con Chorizo,1.0,1.0,22.0,22.0,22.0,false,1,0,0
112912,Principal,2026-07-21,2026-07,Gorditas,Gordita,PIEZA,Frijoles,2.0,2.0,38.0,38.0,19.0,false,1,0,0
112913,Principal,2026-07-21,2026-07,Gorditas de Azúcar,Gordita,PIEZA,,1.0,1.0,42.0,42.0,42.0,false,0,0,0
112914,Principal,2026-07-21,2026-07,Tacos de Maiz,Taco,PIEZA,Huevo con Chorizo,1.0,1.0,22.0,22.0,22.0,false,1,0,0
112915,Principal,2026-07-21,2026-07,Tacos de Maiz,Taco,PIEZA,Papa con Huevo,1.0,1.0,22.0,22.0,22.0,false,1,0,0
112916,Principal,2026-07-21,2026-07,Migada Guisado de Carne,Migada,PIEZA,"Huevo Verde , Chicharrón, Sin Crema, Sin Verduras",1.0,1.0,144.0,144.0,144.0,false,2,0,2
112917,Principal,2026-07-21,2026-07,Refresco 600 ml.,Bebida,ORDEN,Escuis Hierro,1.0,1.0,39.0,39.0,39.0,false,0,0,0
112918,Principal,2026-07-21,2026-07,1/2 Enmoladas,Enmolada,ORDEN,Bistec (1 pza.),1.0,1.0,197.0,197.0,197.0,false,0,1,0
112919,Principal,2026-07-21,2026-07,Tacos de Maiz,Taco,PIEZA,Chicharrón,6.0,6.0,132.0,132.0,22.0,false,1,0,0
112920,Principal,2026-07-21,2026-07,Bocoles,Bocol,PIEZA,Queso,1.0,1.0,22.0,22.0,22.0,false,1,0,0
112921,Principal,2026-07-21,2026-07,Gorditas,Gordita,PIEZA,Requesón Picosito,1.0,1.0,19.0,19.0,19.0,false,1,0,0
112922,Principal,2026-07-21,2026-07,Migada Guisado de Carne,Migada,PIEZA,"Deshebrada, Sin Crema",1.0,1.0,144.0,144.0,144.0,false,1,0,1
112923,Principal,2026-07-21,2026-07,Huevos Rancheros,Huevos,ORDEN,,2.0,2.0,240.0,240.0,120.0,false,0,0,0
112924,Principal,2026-07-21,2026-07,Pieza Huevo Estrellado Cocido,Huevos,ORDEN,,1.0,1.0,20.0,20.0,20.0,false,0,0,0
112925,Principal,2026-07-21,2026-07,1/2 Quesadillas (2 pzas.),Quesadilla,ORDEN,,4.0,8.0,344.0,344.0,86.0,false,0,0,0
112926,Principal,2026-07-21,2026-07,Refresco 600 ml.,Bebida,ORDEN,Escuis Manzana,1.0,1.0,39.0,39.0,39.0,false,0,0,0
112927,Principal,2026-07-21,2026-07,Tacos de Maiz,Taco,PIEZA,Cochinita,9.0,9.0,198.0,198.0,22.0,false,1,0,0
112928,Principal,2026-07-21,2026-07,Enchiladas Rojas,Enchilada,ORDEN,Frijoles Aparte,1.0,1.0,147.0,147.0,147.0,false,0,0,1
112929,Principal,2026-07-21,2026-07,Tacos de Harina,Taco,PIEZA,Deshebrada,2.0,2.0,44.0,44.0,22.0,false,1,0,0
112930,Principal,2026-07-21,2026-07,Tacos de Harina,Taco,PIEZA,Pollo con Mole,2.0,2.0,44.0,44.0,22.0,false,1,0,0
112931,Principal,2026-07-21,2026-07,Empanadas (4 pzas.),Empanada,ORDEN,"Huevo Verde , Pollo con Mole &times 2, Bistec con Papas, Sin Crema",1.0,4.0,144.0,144.0,144.0,false,3,0,1
112932,Principal,2026-07-21,2026-07,Horchata Vaso,Bebida,ORDEN,,8.0,8.0,336.0,336.0,42.0,false,0,0,0
112933,Principal,2026-07-21,2026-07,Refresco 600 ml.,Bebida,ORDEN,Fanta,2.0,2.0,78.0,78.0,39.0,false,0,0,0
112934,Principal,2026-07-21,2026-07,1/2 Enchiladas Mixtas (4 Piezas),Enchilada,ORDEN,"Salsa para Enchiladas Rojas, Salsa para Encremadas",2.0,8.0,238.0,238.0,119.0,false,0,0,0
112935,Principal,2026-07-21,2026-07,1/2 Empanadas (2 pzas.),Empanada,ORDEN,"Cochinita, Molida",1.0,2.0,94.0,94.0,94.0,false,2,0,0
112936,Principal,2026-07-21,2026-07,Tacos de Harina,Taco,PIEZA,Huevo Verde,3.0,3.0,66.0,66.0,22.0,false,1,0,0
112937,Principal,2026-07-21,2026-07,Tacos de Harina,Taco,PIEZA,Papa con Chorizo,1.0,1.0,22.0,22.0,22.0,false,1,0,0
112938,Principal,2026-07-21,2026-07,Tacos de Harina,Taco,PIEZA,Huevo Rojo,1.0,1.0,22.0,22.0,22.0,false,1,0,0
112939,Principal,2026-07-21,2026-07,Quesadillas (4 pzas.),Quesadilla,ORDEN,Sin Tomate,1.0,4.0,133.0,133.0,133.0,false,0,0,1
112940,Principal,2026-07-21,2026-07,Refresco 600 ml.,Bebida,ORDEN,Coca Sin Azúcar,3.0,3.0,117.0,117.0,39.0,false,0,0,0
112941,Principal,2026-07-21,2026-07,Entomatadas,Entomatada,ORDEN,Bistec (1 pza.),1.0,1.0,249.0,249.0,249.0,false,0,1,0
112942,Principal,2026-07-21,2026-07,Limón Vaso,Bebida,ORDEN,,21.0,21.0,882.0,882.0,42.0,false,0,0,0
112943,Principal,2026-07-21,2026-07,Bocoles,Bocol,PIEZA,Huevo Cascabel,1.0,1.0,22.0,22.0,22.0,false,1,0,0
112944,Principal,2026-07-21,2026-07,Gorditas,Gordita,PIEZA,Papa,7.0,7.0,133.0,133.0,19.0,false,1,0,0
112945,Principal,2026-07-21,2026-07,Gorditas,Gordita,PIEZA,Huevo con Chorizo,2.0,2.0,41.0,41.0,20.5,false,1,0,0
112946,Principal,2026-07-21,2026-07,Bocoles,Bocol,PIEZA,Frijoles con Queso,2.0,2.0,44.0,44.0,22.0,false,1,0,0
112947,Principal,2026-07-21,2026-07,Empanadas (4 pzas.),Empanada,ORDEN,"Requeson, Deshebrada, Pollo con Mole, Bistec con Papas",1.0,4.0,144.0,144.0,144.0,false,4,0,0
112948,Principal,2026-07-21,2026-07,Empanadas (4 pzas.),Empanada,ORDEN,"Huevo Rojo, Huevo con Nopal, Cochinita, Chicharrón",1.0,4.0,144.0,144.0,144.0,false,4,0,0
112949,Principal,2026-07-21,2026-07,Refresco 600 ml.,Bebida,ORDEN,Coca Cola,9.0,9.0,351.0,351.0,39.0,false,0,0,0
112950,Principal,2026-07-21,2026-07,Jamaica Vaso,Bebida,ORDEN,,9.0,9.0,378.0,378.0,42.0,false,0,0,0
112951,Principal,2026-07-21,2026-07,Gorditas,Gordita,PIEZA,Papa con Chorizo,3.0,3.0,57.0,57.0,19.0,false,1,0,0
112952,Principal,2026-07-21,2026-07,Gorditas,Gordita,PIEZA,Deshebrada,20.0,20.0,380.0,380.0,19.0,false,1,0,0
112953,Principal,2026-07-21,2026-07,Bocoles,Bocol,PIEZA,Huevo Rojo,2.0,2.0,44.0,44.0,22.0,false,1,0,0
112954,Principal,2026-07-21,2026-07,Bocoles,Bocol,PIEZA,Asado,1.0,1.0,22.0,22.0,22.0,false,1,0,0
112955,Principal,2026-07-21,2026-07,Gorditas,Gordita,PIEZA,Asado,5.0,5.0,95.0,95.0,19.0,false,1,0,0
112956,Principal,2026-07-21,2026-07,Gorditas,Gordita,PIEZA,Frijoles con Queso,4.0,4.0,79.0,79.0,19.75,false,1,0,0
112957,Principal,2026-07-21,2026-07,Gorditas,Gordita,PIEZA,Pollo con Mole,4.0,4.0,76.0,76.0,19.0,false,1,0,0
112958,Principal,2026-07-21,2026-07,Quesadillas (4 pzas.),Quesadilla,ORDEN,,6.0,24.0,798.0,798.0,133.0,false,0,0,0
112959,Principal,2026-07-21,2026-07,Gorditas,Gordita,PIEZA,Huevo Cascabel,5.0,5.0,95.0,95.0,19.0,false,1,0,0
112960,Principal,2026-07-21,2026-07,Servicio a Dom.,Servicio a domicilio,ORDEN,20,1.0,20.0,20.0,20.0,20.0,true,0,0,0
112961,Principal,2026-07-21,2026-07,Gorditas,Gordita,PIEZA,Cochinita,11.0,11.0,209.0,209.0,19.0,false,1,0,0
112962,Principal,2026-07-21,2026-07,Bocoles,Bocol,PIEZA,Huevo Verde,7.0,7.0,154.0,154.0,22.0,false,1,0,0
112963,Principal,2026-07-21,2026-07,Bocoles,Bocol,PIEZA,Chicharrón,6.0,6.0,132.0,132.0,22.0,false,1,0,0
112964,Principal,2026-07-21,2026-07,Bocoles,Bocol,PIEZA,Pollo con Mole,2.0,2.0,44.0,44.0,22.0,false,1,0,0
112965,Principal,2026-07-21,2026-07,Tacos de Maiz,Taco,PIEZA,Deshebrada,7.0,7.0,154.0,154.0,22.0,false,1,0,0
112966,Principal,2026-07-21,2026-07,PROMO 6 surtidas,Otros,ORDEN,,7.0,7.0,756.0,756.0,108.0,false,0,0,0
112967,Principal,2026-07-21,2026-07,Topo Chico 600 ml.,Bebida,ORDEN,,2.0,2.0,78.0,78.0,39.0,false,0,0,0
112968,Principal,2026-07-21,2026-07,Gorditas,Gordita,PIEZA,Huevo Rojo,6.0,6.0,117.0,117.0,19.5,false,1,0,0
112969,Principal,2026-07-21,2026-07,Gorditas,Gordita,PIEZA,Huevo con Nopal,4.0,4.0,79.0,79.0,19.75,false,1,0,0
112970,Principal,2026-07-21,2026-07,Gorditas,Gordita,PIEZA,"Bistec con Papas, Frijoles con Queso",1.0,1.0,27.0,27.0,27.0,false,2,0,0
