id,detalle_id,sucursal,fecha,periodo,producto,tipo,valor,token_original,multiplicador,posicion
56550,50686,Principal,2024-03-24,2024-03,Refresco 600 ml.,VARIANTE,Escuis Piña,Escuis Piña,1,1
56551,50687,Principal,2024-03-24,2024-03,Empanadas (4 pzas.),GUISADO,Barbacoa,Barbacoa,2,1
56552,50687,Principal,2024-03-24,2024-03,Empanadas (4 pzas.),EXTRA,Queso,Queso,2,2
56553,50689,Principal,2024-03-24,2024-03,Tacos de Maiz,GUISADO,Molida,Molida,1,1
56554,50689,Principal,2024-03-24,2024-03,Tacos de Maiz,EXTRA,Queso,Queso,1,2
56555,50690,Principal,2024-03-24,2024-03,Tacos de Harina,GUISADO,Deshebrada,Deshebrada,1,1
56556,50691,Principal,2024-03-24,2024-03,1/2 Enchiladas Rojas,EXTRA,Huevo Estrellado Cocido (2 pzas.),Huevo Estrellado Cocido (2 pzas.),1,1
56557,50692,Principal,2024-03-24,2024-03,Enchiladas Rojas,PETICION,Sin Crema,Sin Crema,1,1
56558,50692,Principal,2024-03-24,2024-03,Enchiladas Rojas,EXTRA,Huevo Estrellado Cocido (2 pzas.),Huevo Estrellado Cocido (2 pzas.),1,2
56559,50693,Principal,2024-03-24,2024-03,Bocoles,GUISADO,Bistec con Papas,Bistec con Papas,1,1
56560,50694,Principal,2024-03-24,2024-03,Bocoles,GUISADO,Requeson,Requeson,1,1
56561,50696,Principal,2024-03-24,2024-03,Empanadas (4 pzas.),GUISADO,Molida,Molida,1,1
56562,50696,Principal,2024-03-24,2024-03,Empanadas (4 pzas.),GUISADO,Bistec con Papas,Bistec con Papas,1,2
56563,50696,Principal,2024-03-24,2024-03,Empanadas (4 pzas.),EXTRA,Queso,Queso,2,3
56564,50699,Principal,2024-03-24,2024-03,Entomatadas,EXTRA,Bistec (1 pza.),Bistec (1 pza.),1,1
56565,50699,Principal,2024-03-24,2024-03,Entomatadas,EXTRA,Huevo Revuelto (p/relleno),Huevo Revuelto (p/relleno),1,2
56566,50701,Principal,2024-03-24,2024-03,Migada Guisado de Carne,GUISADO,Requesón Picosito,Requesón Picosito,1,1
56567,50701,Principal,2024-03-24,2024-03,Migada Guisado de Carne,GUISADO,Chicharrón,Chicharrón,1,2
56568,50702,Principal,2024-03-24,2024-03,1/2 Empanadas (2 pzas.),GUISADO,Huevo Verde,Huevo Verde,1,1
56569,50702,Principal,2024-03-24,2024-03,1/2 Empanadas (2 pzas.),GUISADO,Asado,Asado,1,2
56570,50703,Principal,2024-03-24,2024-03,1/2 Empanadas (2 pzas.),GUISADO,Chicharrón,Chicharrón,1,1
56571,50703,Principal,2024-03-24,2024-03,1/2 Empanadas (2 pzas.),GUISADO,Molida,Molida,1,2
56572,50704,Principal,2024-03-24,2024-03,Plátano Frito,VARIANTE,Crema,Crema,1,1
56573,50705,Principal,2024-03-24,2024-03,Plátano Frito,VARIANTE,Lechera,Lechera,1,1
56574,50706,Principal,2024-03-24,2024-03,Enchiladas Rojas,EXTRA,Huevo Estrellado Cocido (2 pzas.),Huevo Estrellado Cocido (2 pzas.),1,1
56575,50708,Principal,2024-03-24,2024-03,Gorditas,GUISADO,Asado,Asado,1,1
56576,50709,Principal,2024-03-24,2024-03,Entomatadas,GUISADO,Huevo Rojo,Huevo Rojo,6,1
56577,50709,Principal,2024-03-24,2024-03,Entomatadas,PETICION,Sin Queso,Sin Queso,1,2
56578,50709,Principal,2024-03-24,2024-03,Entomatadas,PETICION,Sin Crema,Sin Crema,1,3
56579,50709,Principal,2024-03-24,2024-03,Entomatadas,EXTRA,Relleno de Guisados,Relleno de Guisados,1,4
56580,50711,Principal,2024-03-24,2024-03,Servicio a Dom.,CANT_SURTIDO,50,50,1,1
56581,50712,Principal,2024-03-24,2024-03,1/2 Enchiladas Rojas,PETICION,Sin Lechuga,Sin Lechuga,1,1
56582,50712,Principal,2024-03-24,2024-03,1/2 Enchiladas Rojas,PETICION,Sin Tomate,Sin Tomate,1,2
56583,50712,Principal,2024-03-24,2024-03,1/2 Enchiladas Rojas,EXTRA,Huevo Estrellado Cocido (2 pzas.),Huevo Estrellado Cocido (2 pzas.),1,3
56584,50713,Principal,2024-03-24,2024-03,Enmoladas,EXTRA,Bistec (1 pza.),Bistec (1 pza.),1,1
56585,50714,Principal,2024-03-24,2024-03,Bocoles,GUISADO,Papa,Papa,1,1
56586,50715,Principal,2024-03-24,2024-03,Gorditas,GUISADO,Papa,Papa,1,1
56587,50716,Principal,2024-03-24,2024-03,Bocoles,GUISADO,Requesón Picosito,Requesón Picosito,1,1
56588,50717,Principal,2024-03-24,2024-03,Tacos de Harina,GUISADO,Huevo Verde,Huevo Verde,1,1
56589,50719,Principal,2024-03-24,2024-03,Servicio a Dom.,CANT_SURTIDO,15,15,1,1
56590,50720,Principal,2024-03-24,2024-03,1/2 Empanadas (2 pzas.),PETICION,Sin Crema,Sin Crema,1,1
56591,50720,Principal,2024-03-24,2024-03,1/2 Empanadas (2 pzas.),GUISADO,Deshebrada,Deshebrada,1,2
56592,50720,Principal,2024-03-24,2024-03,1/2 Empanadas (2 pzas.),EXTRA,Queso,Queso,1,3
56593,50721,Principal,2024-03-24,2024-03,Empanadas (4 pzas.),GUISADO,Deshebrada,Deshebrada,2,1
56594,50721,Principal,2024-03-24,2024-03,Empanadas (4 pzas.),GUISADO,Chicharrón,Chicharrón,2,2
56595,50722,Principal,2024-03-24,2024-03,Bocoles,GUISADO,Huevo con Nopal,Huevo con Nopal,1,1
56596,50723,Principal,2024-03-24,2024-03,Bocoles,GUISADO,Barbacoa,Barbacoa,1,1
56597,50725,Principal,2024-03-24,2024-03,Bocoles,GUISADO,Pollo con Mole,Pollo con Mole,1,1
56598,50726,Principal,2024-03-24,2024-03,Bocoles,GUISADO,Deshebrada,Deshebrada,1,1
56599,50727,Principal,2024-03-24,2024-03,Bocoles,GUISADO,Chicharrón,Chicharrón,1,1
56600,50728,Principal,2024-03-24,2024-03,1/2 Empanadas (2 pzas.),GUISADO,Papa,Papa,1,1
56601,50728,Principal,2024-03-24,2024-03,1/2 Empanadas (2 pzas.),GUISADO,Requesón Picosito,Requesón Picosito,1,2
56602,50730,Principal,2024-03-24,2024-03,Enchiladas Rojas,PETICION,Sin Crema,Sin Crema,1,1
56603,50730,Principal,2024-03-24,2024-03,Enchiladas Rojas,EXTRA,Huevo Estrellado Medio (2 pzas.),Huevo Estrellado Medio (2 pzas.),1,2
56604,50731,Principal,2024-03-24,2024-03,Bocoles,GUISADO,Frijoles con Queso,Frijoles con Queso,1,1
56605,50732,Principal,2024-03-24,2024-03,1/2 Empanadas (2 pzas.),GUISADO,Asado,Asado,1,1
56606,50732,Principal,2024-03-24,2024-03,1/2 Empanadas (2 pzas.),GUISADO,Chicharrón,Chicharrón,1,2
56607,50733,Principal,2024-03-24,2024-03,Empanadas (4 pzas.),GUISADO,Barbacoa,Barbacoa,1,1
56608,50733,Principal,2024-03-24,2024-03,Empanadas (4 pzas.),GUISADO,Cochinita,Cochinita,1,2
56609,50733,Principal,2024-03-24,2024-03,Empanadas (4 pzas.),GUISADO,Asado,Asado,1,3
56610,50733,Principal,2024-03-24,2024-03,Empanadas (4 pzas.),GUISADO,Chicharrón,Chicharrón,1,4
56611,50734,Principal,2024-03-24,2024-03,1/2 Encremadas,EXTRA,Huevo Estrellado Medio (2 pzas.),Huevo Estrellado Medio (2 pzas.),1,1
56612,50735,Principal,2024-03-24,2024-03,Encremadas,EXTRA,Huevo Estrellado Medio (2 pzas.),Huevo Estrellado Medio (2 pzas.),1,1
56613,50736,Principal,2024-03-24,2024-03,Migada Guisado de Carne,GUISADO,Papa con Huevo,Papa con Huevo,1,1
56614,50736,Principal,2024-03-24,2024-03,Migada Guisado de Carne,GUISADO,Barbacoa,Barbacoa,1,2
56615,50736,Principal,2024-03-24,2024-03,Migada Guisado de Carne,PETICION,Sin Crema,Sin Crema,1,3
56616,50738,Principal,2024-03-24,2024-03,Refresco 355 ml.,VARIANTE,Coca Cola,Coca Cola,1,1
56617,50739,Principal,2024-03-24,2024-03,1/2 Enchiladas Picositas,EXTRA,Bistec (1 pza.),Bistec (1 pza.),1,1
56618,50739,Principal,2024-03-24,2024-03,1/2 Enchiladas Picositas,PETICION,Sin Crema,Sin Crema,1,2
56619,50741,Principal,2024-03-24,2024-03,Tacos de Maiz,GUISADO,Deshebrada,Deshebrada,1,1
56620,50742,Principal,2024-03-24,2024-03,Tacos de Maiz,GUISADO,Huevo Cascabel,Huevo Cascabel,1,1
56621,50743,Principal,2024-03-24,2024-03,Bocoles,GUISADO,Huevo con Chorizo,Huevo con Chorizo,1,1
56622,50744,Principal,2024-03-24,2024-03,Bocoles,GUISADO,Asado,Asado,1,1
56623,50745,Principal,2024-03-24,2024-03,Tacos de Maiz,GUISADO,Huevo Verde,Huevo Verde,1,1
56624,50746,Principal,2024-03-24,2024-03,Tacos de Maiz,GUISADO,Huevo Rojo,Huevo Rojo,1,1
56625,50747,Principal,2024-03-24,2024-03,Tacos de Maiz,GUISADO,Pollo con Mole,Pollo con Mole,1,1
56626,50748,Principal,2024-03-24,2024-03,Gorditas,GUISADO,Papa con Chorizo,Papa con Chorizo,1,1
56627,50749,Principal,2024-03-24,2024-03,Entomatadas,EXTRA,Bistec (1 pza.),Bistec (1 pza.),1,1
56628,50750,Principal,2024-03-24,2024-03,1/2 Enfrijoladas,EXTRA,Bistec (1 pza.),Bistec (1 pza.),1,1
56629,50751,Principal,2024-03-24,2024-03,Bocoles,GUISADO,Huevo Cascabel,Huevo Cascabel,1,1
56630,50752,Principal,2024-03-24,2024-03,Enchiladas Rojas,EXTRA,Huevo Revuelto (2 pzas.),Huevo Revuelto (2 pzas.),1,1
56631,50754,Principal,2024-03-24,2024-03,1/2 Entomatadas,EXTRA,Bistec (1 pza.),Bistec (1 pza.),1,1
56632,50755,Principal,2024-03-24,2024-03,1/2 Enchiladas Rojas,EXTRA,Huevo Revuelto (p/relleno),Huevo Revuelto (p/relleno),1,1
56633,50757,Principal,2024-03-24,2024-03,Bocoles,GUISADO,Molida,Molida,1,1
56634,50758,Principal,2024-03-24,2024-03,1/2 Enmoladas,EXTRA,Bistec (1 pza.),Bistec (1 pza.),1,1
56635,50759,Principal,2024-03-24,2024-03,Enchiladas Rojas,EXTRA,Huevo Estrellado Tierno (2 pzas.),Huevo Estrellado Tierno (2 pzas.),1,1
56636,50760,Principal,2024-03-24,2024-03,Migada Guisado de Carne,GUISADO,Huevo Verde,Huevo Verde,1,1
56637,50760,Principal,2024-03-24,2024-03,Migada Guisado de Carne,GUISADO,Molida,Molida,1,2
56638,50761,Principal,2024-03-24,2024-03,Gorditas,GUISADO,Huevo Rojo,Huevo Rojo,1,1
56639,50763,Principal,2024-03-24,2024-03,Migada Guisado de Carne,GUISADO,Papa con Chorizo,Papa con Chorizo,1,1
56640,50763,Principal,2024-03-24,2024-03,Migada Guisado de Carne,GUISADO,Cochinita,Cochinita,1,2
56641,50763,Principal,2024-03-24,2024-03,Migada Guisado de Carne,PETICION,Sin Tomate,Sin Tomate,1,3
56642,50764,Principal,2024-03-24,2024-03,Gorditas Surtidas,CANT_SURTIDO,6,6,1,1
56643,50765,Principal,2024-03-24,2024-03,Tacos de Harina,GUISADO,Chicharrón,Chicharrón,1,1
56644,50766,Principal,2024-03-24,2024-03,Tacos de Harina,GUISADO,Papa con Huevo,Papa con Huevo,1,1
56645,50767,Principal,2024-03-24,2024-03,Tacos de Harina,GUISADO,Barbacoa,Barbacoa,1,1
56646,50768,Principal,2024-03-24,2024-03,Refresco 600 ml.,VARIANTE,Coca Cola Sin Azúcar,Coca Sin Azúcar,1,1
56647,50769,Principal,2024-03-24,2024-03,Bocoles,GUISADO,Cochinita,Cochinita,1,1
56648,50770,Principal,2024-03-24,2024-03,Quesadillas (4 pzas.),EXTRA,Huevo Revuelto (2 pzas.),Huevo Revuelto (2 pzas.),1,1
56649,50770,Principal,2024-03-24,2024-03,Quesadillas (4 pzas.),PETICION,Sin Crema,Sin Crema,1,2
56650,50771,Principal,2024-03-24,2024-03,Migada Guisado de Carne,GUISADO,Huevo Rojo,Huevo Rojo,2,1
56651,50771,Principal,2024-03-24,2024-03,Migada Guisado de Carne,PETICION,Sin Crema,Sin Crema,1,2
56652,50772,Principal,2024-03-24,2024-03,Refresco 600 ml.,VARIANTE,Delaware,Delaware,1,1
56653,50773,Principal,2024-03-24,2024-03,Migada Guisado de Carne,GUISADO,Cochinita,Cochinita,1,1
56654,50773,Principal,2024-03-24,2024-03,Migada Guisado de Carne,PETICION,Sin Crema,Sin Crema,1,2
56655,50773,Principal,2024-03-24,2024-03,Migada Guisado de Carne,PETICION,Poco Guiso,Poco Guiso,1,3
56656,50774,Principal,2024-03-24,2024-03,Empanadas (4 pzas.),GUISADO,Papa con Chorizo,Papa con Chorizo,1,1
56657,50774,Principal,2024-03-24,2024-03,Empanadas (4 pzas.),GUISADO,Deshebrada,Deshebrada,2,2
56658,50774,Principal,2024-03-24,2024-03,Empanadas (4 pzas.),EXTRA,Queso,Queso,1,3
56659,50774,Principal,2024-03-24,2024-03,Empanadas (4 pzas.),PETICION,Sin Crema,Sin Crema,1,4
56660,50775,Principal,2024-03-24,2024-03,Tacos de Harina,GUISADO,Cochinita,Cochinita,1,1
56661,50777,Principal,2024-03-24,2024-03,1/2 Encremadas,EXTRA,Bistec (1 pza.),Bistec (1 pza.),1,1
56662,50780,Principal,2024-03-24,2024-03,Enchiladas Rojas,PETICION,Sin Lechuga,Sin Lechuga,1,1
56663,50780,Principal,2024-03-24,2024-03,Enchiladas Rojas,PETICION,Poca Lechuga,Poca Lechuga,1,2
56664,50780,Principal,2024-03-24,2024-03,Enchiladas Rojas,PETICION,Verdura Aparte,Verdura Aparte,1,3
56665,50781,Principal,2024-03-24,2024-03,Enchiladas Rojas,EXTRA,Huevo Estrellado Medio (2 pzas.),Huevo Estrellado Medio (2 pzas.),1,1
56666,50782,Principal,2024-03-24,2024-03,Café Negro,VARIANTE,Normal,Normal,1,1
56667,50783,Principal,2024-03-24,2024-03,Gorditas,GUISADO,Huevo Cascabel,Huevo Cascabel,1,1
56668,50784,Principal,2024-03-24,2024-03,Gorditas,GUISADO,Huevo con Nopal,Huevo con Nopal,1,1
56669,50785,Principal,2024-03-24,2024-03,Bocoles,GUISADO,Huevo Rojo,Huevo Rojo,1,1
56670,50786,Principal,2024-03-24,2024-03,Gorditas,GUISADO,Molida,Molida,1,1
56671,50787,Principal,2024-03-24,2024-03,Refresco 600 ml.,VARIANTE,Coca Cola,Coca Cola,1,1
56672,50789,Principal,2024-03-24,2024-03,Tacos de Maiz,GUISADO,Asado,Asado,1,1
56673,50791,Principal,2024-03-24,2024-03,Tacos de Maiz,GUISADO,Huevo con Nopal,Huevo con Nopal,1,1
56674,50792,Principal,2024-03-24,2024-03,Tacos de Maiz,GUISADO,Requesón Picosito,Requesón Picosito,1,1
56675,50793,Principal,2024-03-24,2024-03,Gorditas,GUISADO,Barbacoa,Barbacoa,1,1
56676,50794,Principal,2024-03-24,2024-03,Gorditas,GUISADO,Cochinita,Cochinita,1,1
56677,50795,Principal,2024-03-24,2024-03,Gorditas,GUISADO,Requeson,Requeson,1,1
56678,50796,Principal,2024-03-24,2024-03,Entomatadas,EXTRA,Bistec (1 pza.),Bistec (1 pza.),1,1
56679,50796,Principal,2024-03-24,2024-03,Entomatadas,PETICION,Sin Aguacate,Sin Aguacate,1,2
56680,50799,Principal,2024-03-24,2024-03,1/2 Enchiladas Rojas,EXTRA,Huevo Estrellado Medio (2 pzas.),Huevo Estrellado Medio (2 pzas.),1,1
56681,50800,Principal,2024-03-24,2024-03,Café con Leche,VARIANTE,Normal,Normal,1,1
56682,50801,Principal,2024-03-24,2024-03,Gorditas,GUISADO,Requesón Picosito,Requesón Picosito,1,1
56683,50802,Principal,2024-03-24,2024-03,Tacos de Maiz,GUISADO,Barbacoa,Barbacoa,1,1
56684,50803,Principal,2024-03-24,2024-03,Gorditas,GUISADO,Chicharrón,Chicharrón,1,1
56685,50804,Principal,2024-03-24,2024-03,Gorditas,GUISADO,Frijoles con Queso,Frijoles con Queso,1,1
56686,50805,Principal,2024-03-24,2024-03,Gorditas,GUISADO,Huevo Verde,Huevo Verde,1,1
56687,50806,Principal,2024-03-24,2024-03,Gorditas,GUISADO,Deshebrada,Deshebrada,1,1
56688,50807,Principal,2024-03-24,2024-03,Bocoles,GUISADO,Papa con Chorizo,Papa con Chorizo,1,1
56689,50808,Principal,2024-03-24,2024-03,Bocoles,GUISADO,Huevo Verde,Huevo Verde,1,1
56690,50809,Principal,2024-03-23,2024-03,Bocoles,GUISADO,Bistec con Papas,Bistec con Papas,1,1
56691,50810,Principal,2024-03-23,2024-03,Tacos de Harina,GUISADO,Pollo con Mole,Pollo con Mole,1,1
56692,50811,Principal,2024-03-23,2024-03,Refresco 600 ml.,VARIANTE,Valle Frut,Valle Frut,1,1
56693,50812,Principal,2024-03-23,2024-03,Empanadas (4 pzas.),GUISADO,Papa con Huevo,Papa con Huevo,1,1
56694,50812,Principal,2024-03-23,2024-03,Empanadas (4 pzas.),GUISADO,Requeson,Requeson,1,2
56695,50812,Principal,2024-03-23,2024-03,Empanadas (4 pzas.),GUISADO,Papa con Chorizo,Papa con Chorizo,1,3
56696,50812,Principal,2024-03-23,2024-03,Empanadas (4 pzas.),GUISADO,Chicharrón,Chicharrón,1,4
56697,50814,Principal,2024-03-23,2024-03,1/2 Entomatadas,GUISADO,Huevo Rojo,Huevo Rojo,1,1
56698,50814,Principal,2024-03-23,2024-03,1/2 Entomatadas,GUISADO,Chicharrón,Chicharrón,1,2
56699,50814,Principal,2024-03-23,2024-03,1/2 Entomatadas,EXTRA,Queso,Queso,1,3
56700,50814,Principal,2024-03-23,2024-03,1/2 Entomatadas,EXTRA,Relleno de Guisados,Relleno de Guisados,1,4
56701,50815,Principal,2024-03-23,2024-03,Tacos de Maiz,GUISADO,Papa,Papa,1,1
56702,50816,Principal,2024-03-23,2024-03,Tacos de Maiz,GUISADO,Queso,Queso,1,1
56703,50817,Principal,2024-03-23,2024-03,Enchiladas Rojas,EXTRA,Huevo Revuelto (2 pzas.),Huevo Revuelto (2 pzas.),1,1
56704,50817,Principal,2024-03-23,2024-03,Enchiladas Rojas,PETICION,Sin Crema,Sin Crema,1,2
56705,50818,Principal,2024-03-23,2024-03,Migada Guisado de Carne,GUISADO,Huevo con Chorizo,Huevo con Chorizo,1,1
56706,50818,Principal,2024-03-23,2024-03,Migada Guisado de Carne,GUISADO,Chicharrón,Chicharrón,1,2
56707,50819,Principal,2024-03-23,2024-03,Servicio a Dom.,CANT_SURTIDO,15,15,1,1
56708,50820,Principal,2024-03-23,2024-03,Quesadillas (4 pzas.),PETICION,Sin Frijoles,Sin Frijoles,1,1
56709,50820,Principal,2024-03-23,2024-03,Quesadillas (4 pzas.),PETICION,Sin Verduras,Sin Verduras,1,2
56710,50822,Principal,2024-03-23,2024-03,Migada Guisado Normal,GUISADO,Huevo Rojo,Huevo Rojo,1,1
56711,50822,Principal,2024-03-23,2024-03,Migada Guisado Normal,GUISADO,Nopal,Nopal,1,2
56712,50823,Principal,2024-03-23,2024-03,Migada Guisado de Carne,GUISADO,Deshebrada,Deshebrada,1,1
56713,50823,Principal,2024-03-23,2024-03,Migada Guisado de Carne,GUISADO,Nopal,Nopal,1,2
56714,50824,Principal,2024-03-23,2024-03,Bocoles,GUISADO,Huevo Verde,Huevo Verde,1,1
56715,50825,Principal,2024-03-23,2024-03,Migada Guisado de Carne,GUISADO,Papa con Chorizo,Papa con Chorizo,1,1
56716,50825,Principal,2024-03-23,2024-03,Migada Guisado de Carne,GUISADO,Pollo con Mole,Pollo con Mole,1,2
56717,50826,Principal,2024-03-23,2024-03,Tacos de Harina,GUISADO,Requesón Picosito,Requesón Picosito,1,1
56718,50828,Principal,2024-03-23,2024-03,1/2 Entomatadas,EXTRA,Huevo Estrellado Tierno (2 pzas.),Huevo Estrellado Tierno (2 pzas.),1,1
56719,50829,Principal,2024-03-23,2024-03,Tacos de Harina,GUISADO,Asado,Asado,1,1
56720,50830,Principal,2024-03-23,2024-03,Migada Guisado de Carne,GUISADO,Deshebrada,Deshebrada,2,1
56721,50831,Principal,2024-03-23,2024-03,Bocoles,GUISADO,Papa con Chorizo,Papa con Chorizo,1,1
56722,50832,Principal,2024-03-23,2024-03,Tacos de Maiz,GUISADO,Cochinita,Cochinita,1,1
56723,50835,Principal,2024-03-23,2024-03,1/2 Enchiladas Picositas,EXTRA,Bistec (1 pza.),Bistec (1 pza.),1,1
56724,50835,Principal,2024-03-23,2024-03,1/2 Enchiladas Picositas,PETICION,Sin Crema,Sin Crema,1,2
56725,50836,Principal,2024-03-23,2024-03,1/2 Enchiladas Rojas,EXTRA,Bistec (1 pza.),Bistec (1 pza.),1,1
56726,50837,Principal,2024-03-23,2024-03,Refresco 600 ml.,VARIANTE,Escuis Fresa,Escuis Fresa,1,1
56727,50838,Principal,2024-03-23,2024-03,Bocoles,GUISADO,Huevo Rojo,Huevo Rojo,1,1
56728,50839,Principal,2024-03-23,2024-03,Bocoles,GUISADO,Frijoles con Queso,Frijoles con Queso,1,1
56729,50841,Principal,2024-03-23,2024-03,Tacos de Maiz,GUISADO,Barbacoa,Barbacoa,1,1
56730,50842,Principal,2024-03-23,2024-03,Tacos de Maiz,GUISADO,Bistec con Papas,Bistec con Papas,1,1
56731,50843,Principal,2024-03-23,2024-03,Gorditas,GUISADO,Frijoles con Queso,Frijoles con Queso,1,1
56732,50844,Principal,2024-03-23,2024-03,Refresco 600 ml.,VARIANTE,Coca Light,Coca Light,1,1
56733,50846,Principal,2024-03-23,2024-03,Entomatadas,EXTRA,Huevo Revuelto (2 pzas.),Huevo Revuelto (2 pzas.),1,1
56734,50847,Principal,2024-03-23,2024-03,1/2 Enchiladas Rojas,EXTRA,Huevo Revuelto (2 pzas.),Huevo Revuelto (2 pzas.),1,1
56735,50848,Principal,2024-03-23,2024-03,Migada Guisado de Carne,GUISADO,Asado,Asado,1,1
56736,50848,Principal,2024-03-23,2024-03,Migada Guisado de Carne,GUISADO,Bistec con Papas,Bistec con Papas,1,2
56737,50849,Principal,2024-03-23,2024-03,Empanadas (4 pzas.),GUISADO,Deshebrada,Deshebrada,4,1
56738,50850,Principal,2024-03-23,2024-03,Gorditas Surtidas,CANT_SURTIDO,6,6,1,1
56739,50851,Principal,2024-03-23,2024-03,Refresco 600 ml.,VARIANTE,Delaware,Delaware,1,1
56740,50852,Principal,2024-03-23,2024-03,Encremadas,EXTRA,Huevo Estrellado Medio (2 pzas.),Huevo Estrellado Medio (2 pzas.),1,1
56741,50853,Principal,2024-03-23,2024-03,Encremadas,EXTRA,Huevo Revuelto (2 pzas.),Huevo Revuelto (2 pzas.),1,1
56742,50854,Principal,2024-03-23,2024-03,Migada Guisado de Carne,GUISADO,Huevo Rojo,Huevo Rojo,1,1
56743,50854,Principal,2024-03-23,2024-03,Migada Guisado de Carne,GUISADO,Cochinita,Cochinita,1,2
56744,50855,Principal,2024-03-23,2024-03,Migada Guisado de Carne,GUISADO,Huevo Verde,Huevo Verde,1,1
56745,50855,Principal,2024-03-23,2024-03,Migada Guisado de Carne,GUISADO,Barbacoa,Barbacoa,1,2
56746,50856,Principal,2024-03-23,2024-03,Gorditas,GUISADO,Huevo con Chorizo,Huevo con Chorizo,1,1
56747,50857,Principal,2024-03-23,2024-03,1/2 Enchiladas Rojas,EXTRA,Bistec (1 pza.),Bistec (1 pza.),1,1
56748,50858,Principal,2024-03-23,2024-03,Tacos de Harina,GUISADO,Frijoles con Queso,Frijoles con Queso,1,1
56749,50859,Principal,2024-03-23,2024-03,Tacos de Harina,GUISADO,Huevo con Chorizo,Huevo con Chorizo,1,1
56750,50860,Principal,2024-03-23,2024-03,Migada Guisado de Carne,GUISADO,Huevo Verde,Huevo Verde,1,1
56751,50860,Principal,2024-03-23,2024-03,Migada Guisado de Carne,GUISADO,Chicharrón,Chicharrón,1,2
56752,50860,Principal,2024-03-23,2024-03,Migada Guisado de Carne,PETICION,Sin Tomate,Sin Tomate,1,3
56753,50861,Principal,2024-03-23,2024-03,Bocoles,GUISADO,Asado,Asado,1,1
56754,50862,Principal,2024-03-23,2024-03,Bocoles,GUISADO,Barbacoa,Barbacoa,1,1
56755,50863,Principal,2024-03-23,2024-03,Tacos de Harina,GUISADO,Deshebrada,Deshebrada,1,1
56756,50864,Principal,2024-03-23,2024-03,Migada Guisado de Carne,GUISADO,Barbacoa,Barbacoa,1,1
56757,50864,Principal,2024-03-23,2024-03,Migada Guisado de Carne,GUISADO,Deshebrada,Deshebrada,1,2
56758,50864,Principal,2024-03-23,2024-03,Migada Guisado de Carne,PETICION,Sin Tomate,Sin Tomate,1,3
56759,50865,Principal,2024-03-23,2024-03,Café con Leche,VARIANTE,Leche Aparte,Leche Aparte,1,1
56760,50866,Principal,2024-03-23,2024-03,Gorditas Surtidas,CANT_SURTIDO,4,4,1,1
56761,50867,Principal,2024-03-23,2024-03,Quesadillas (4 pzas.),PETICION,Sin Crema,Sin Crema,1,1
56762,50868,Principal,2024-03-23,2024-03,Bocoles,GUISADO,Requesón Picosito,Requesón Picosito,1,1
56763,50870,Principal,2024-03-23,2024-03,Café con Leche,VARIANTE,Poca leche,Poca leche,1,1
56764,50872,Principal,2024-03-23,2024-03,Migada Guisado de Carne,GUISADO,Cochinita,Cochinita,1,1
56765,50872,Principal,2024-03-23,2024-03,Migada Guisado de Carne,PETICION,Sin Tomate,Sin Tomate,1,2
56766,50872,Principal,2024-03-23,2024-03,Migada Guisado de Carne,PETICION,Sin Queso,Sin Queso,1,3
56767,50872,Principal,2024-03-23,2024-03,Migada Guisado de Carne,PETICION,Sin Crema,Sin Crema,1,4
56768,50872,Principal,2024-03-23,2024-03,Migada Guisado de Carne,PETICION,Sin Aguacate,Sin Aguacate,1,5
56769,50874,Principal,2024-03-23,2024-03,Gorditas,GUISADO,Huevo Cascabel,Huevo Cascabel,1,1
56770,50875,Principal,2024-03-23,2024-03,Bocoles,GUISADO,Molida,Molida,1,1
56771,50876,Principal,2024-03-23,2024-03,Bocoles,GUISADO,Cochinita,Cochinita,1,1
56772,50878,Principal,2024-03-23,2024-03,Bocoles,GUISADO,Huevo con Nopal,Huevo con Nopal,1,1
56773,50879,Principal,2024-03-23,2024-03,Bocoles,GUISADO,Chicharrón,Chicharrón,1,1
56774,50880,Principal,2024-03-23,2024-03,Tacos de Maiz,GUISADO,Huevo con Nopal,Huevo con Nopal,1,1
56775,50881,Principal,2024-03-23,2024-03,Tacos de Maiz,GUISADO,Huevo Rojo,Huevo Rojo,1,1
56776,50882,Principal,2024-03-23,2024-03,Tacos de Maiz,GUISADO,Pollo con Mole,Pollo con Mole,1,1
56777,50883,Principal,2024-03-23,2024-03,Tacos de Maiz,GUISADO,Requesón Picosito,Requesón Picosito,1,1
56778,50884,Principal,2024-03-23,2024-03,1/2 Quesadillas (2 pzas.),PETICION,Sin Verduras,Sin Verduras,1,1
56779,50886,Principal,2024-03-23,2024-03,Tacos de Harina,GUISADO,Huevo Cascabel,Huevo Cascabel,1,1
56780,50887,Principal,2024-03-23,2024-03,Tacos de Harina,GUISADO,Huevo Verde,Huevo Verde,1,1
56781,50888,Principal,2024-03-23,2024-03,Tacos de Harina,GUISADO,Chicharrón,Chicharrón,1,1
56782,50889,Principal,2024-03-23,2024-03,Tacos de Harina,GUISADO,Papa con Chorizo,Papa con Chorizo,1,1
56783,50890,Principal,2024-03-23,2024-03,Gorditas,GUISADO,Cochinita,Cochinita,1,1
56784,50891,Principal,2024-03-23,2024-03,Tacos de Maiz,GUISADO,Papa con Chorizo,Papa con Chorizo,1,1
