periodo,tipo,modificador,veces,renglones,unidades_afectadas
2025-01,EXTRA,Huevo Estrellado Cocido (2 pzas.),50,50,61.00
2025-01,EXTRA,Huevo Estrellado Medio (2 pzas.),62,62,67.00
2025-01,EXTRA,Huevo Estrellado Tierno (2 pzas.),34,34,36.00
2025-01,EXTRA,Huevo Revuelto (2 pzas.),79,79,88.00
2025-01,EXTRA,Huevo Revuelto (p/relleno),44,44,49.00
2025-01,EXTRA,Queso,82,67,131.00
2025-01,EXTRA,Queso Extra Pieza,10,5,5.00
2025-01,EXTRA,Relleno de Guisados,56,54,54.00
2025-01,PETICION,Doradita,7,6,9.00
2025-01,PETICION,En dos platos,13,13,14.00
2025-01,PETICION,Escurrida,20,20,62.00
2025-01,PETICION,Frijoles Aparte,15,15,16.00
2025-01,PETICION,Poca Lechuga,22,22,25.00
2025-01,PETICION,Poco Frijol,6,6,6.00
2025-01,PETICION,Sin Aguacate,39,39,39.00
2025-01,PETICION,Sin Crema,148,148,155.00
2025-01,PETICION,Sin Frijoles,20,20,21.00
2025-01,PETICION,Sin Lechuga,55,55,55.00
2025-01,PETICION,Sin Queso,20,20,20.00
2025-01,PETICION,Sin Tomate,59,59,62.00
2025-01,PETICION,Sin Verduras,40,40,41.00
2025-01,PETICION,Verdura Aparte,14,14,15.00
2025-01,VARIANTE,Coca Cola,55,55,225.00
2025-01,VARIANTE,Coca Cola Sin Azúcar,29,29,109.00
2025-01,VARIANTE,Coca Light,18,18,40.00
2025-01,VARIANTE,Cocido,4,4,4.00
2025-01,VARIANTE,Crema,13,13,13.00
2025-01,VARIANTE,Delaware,13,13,17.00
2025-01,VARIANTE,Diluido con Agua,5,5,6.00
2025-01,VARIANTE,Escuis Fresa,4,4,5.00
2025-01,VARIANTE,Escuis Hierro,10,10,10.00
2025-01,VARIANTE,Escuis Manzana,12,12,16.00
2025-01,VARIANTE,Escuis Piña,8,8,10.00
2025-01,VARIANTE,Fanta,6,6,8.00
2025-01,VARIANTE,Fresca,2,2,2.00
2025-01,VARIANTE,Leche Aparte,24,24,57.00
2025-01,VARIANTE,Lechera,17,17,17.00
2025-01,VARIANTE,Lechero,17,17,33.00
2025-01,VARIANTE,Mantequilla,38,35,243.00
2025-01,VARIANTE,Medio,5,5,6.00
2025-01,VARIANTE,Mermelada de Fresa,3,3,4.00
2025-01,VARIANTE,Migada Delgada,9,8,10.00
2025-01,VARIANTE,Natural,2,2,2.00
2025-01,VARIANTE,Naturales,10,10,10.00
2025-01,VARIANTE,Normal,60,60,1374.00
2025-01,VARIANTE,Pan Chico Pieza,30,30,134.00
2025-01,VARIANTE,Poca leche,18,18,35.00
2025-01,VARIANTE,Sprite,8,8,8.00
2025-01,VARIANTE,Tierno,2,2,2.00
2025-01,VARIANTE,Valle Frut,10,10,12.00
2025-02,EXTRA,Bistec (1 pza.),124,124,148.00
2025-02,EXTRA,Doble Guiso,3,3,5.00
2025-02,EXTRA,Frijoles,31,31,51.00
2025-02,EXTRA,Huevo Estrellado Ciego (2 pzas.),5,5,5.00
2025-02,EXTRA,Huevo Estrellado Cocido (2 pzas.),49,49,57.00
2025-02,EXTRA,Huevo Estrellado Medio (2 pzas.),46,46,50.00
2025-02,EXTRA,Huevo Estrellado Tierno (2 pzas.),24,24,25.00
2025-02,EXTRA,Huevo Revuelto (2 pzas.),47,47,56.00
2025-02,EXTRA,Huevo Revuelto (p/relleno),32,31,36.00
2025-02,EXTRA,Queso,52,40,42.00
2025-02,EXTRA,Queso Extra Pieza,11,4,4.00
2025-02,EXTRA,Relleno de Guisados,60,60,63.00
2025-02,PETICION,Doradita,20,20,20.00
2025-02,PETICION,En dos platos,14,14,14.00
2025-02,PETICION,Escurrida,15,15,29.00
2025-02,PETICION,Frijoles Aparte,4,4,4.00
2025-02,PETICION,Poca Lechuga,15,15,17.00
2025-02,PETICION,Poco Frijol,4,4,4.00
2025-02,PETICION,Poco Guiso,2,2,2.00
2025-02,PETICION,Sin Aguacate,29,29,29.00
2025-02,PETICION,Sin Crema,110,110,112.00
2025-02,PETICION,Sin Frijoles,11,11,11.00
2025-02,PETICION,Sin Lechuga,52,52,53.00
2025-02,PETICION,Sin Queso,4,4,4.00
2025-02,PETICION,Sin Tomate,57,57,57.00
2025-02,PETICION,Sin Verduras,31,31,31.00
2025-02,PETICION,Verdura Aparte,7,7,7.00
2025-02,VARIANTE,Coca Cola,54,54,212.00
2025-02,VARIANTE,Coca Cola Sin Azúcar,26,26,84.00
2025-02,VARIANTE,Coca Light,26,26,50.00
2025-02,VARIANTE,Cocido,2,2,2.00
2025-02,VARIANTE,Crema,14,14,16.00
2025-02,VARIANTE,Delaware,10,10,12.00
2025-02,VARIANTE,Diluido con Agua,2,2,3.00
2025-02,VARIANTE,Escuis Fresa,5,5,5.00
2025-02,VARIANTE,Escuis Hierro,8,8,8.00
2025-02,VARIANTE,Escuis Manzana,8,8,9.00
2025-02,VARIANTE,Escuis Piña,2,2,2.00
2025-02,VARIANTE,Fanta,4,4,4.00
2025-02,VARIANTE,Fresca,2,2,2.00
2025-02,VARIANTE,Leche Aparte,14,14,35.00
2025-02,VARIANTE,Lechera,15,15,16.00
2025-02,VARIANTE,Lechero,11,11,29.00
2025-02,VARIANTE,Mantequilla,34,32,166.00
2025-02,VARIANTE,Medio,1,1,1.00
2025-02,VARIANTE,Mermelada de Fresa,3,3,5.00
2025-02,VARIANTE,Migada Delgada,7,6,7.00
2025-02,VARIANTE,Natural,3,3,4.00
2025-02,VARIANTE,Naturales,5,5,5.00
2025-02,VARIANTE,Normal,56,56,1065.00
2025-02,VARIANTE,Pan Chico Pieza,15,15,98.00
2025-02,VARIANTE,Pan Grande Pieza,10,10,33.00
2025-02,VARIANTE,Poca leche,17,17,31.00
2025-02,VARIANTE,Sprite,5,5,5.00
2025-02,VARIANTE,Tierno,2,2,2.00
2025-02,VARIANTE,Valle Frut,4,4,5.00
2025-03,EXTRA,Bistec (1 pza.),155,155,197.00
2025-03,EXTRA,Doble Guiso,3,3,3.00
2025-03,EXTRA,Frijoles,38,38,58.00
2025-03,EXTRA,Huevo Estrellado Ciego (2 pzas.),5,5,5.00
2025-03,EXTRA,Huevo Estrellado Cocido (2 pzas.),46,46,49.00
2025-03,EXTRA,Huevo Estrellado Medio (2 pzas.),55,55,64.00
2025-03,EXTRA,Huevo Estrellado Tierno (2 pzas.),32,32,34.00
2025-03,EXTRA,Huevo Revuelto (2 pzas.),83,83,93.00
2025-03,EXTRA,Huevo Revuelto (p/relleno),51,51,54.00
2025-03,EXTRA,Queso,67,51,56.00
2025-03,EXTRA,Queso Extra Pieza,19,10,10.00
2025-03,EXTRA,Relleno de Guisados,75,75,75.00
2025-03,PETICION,Doradita,13,13,20.00
2025-03,PETICION,En dos platos,13,13,15.00
2025-03,PETICION,Escurrida,21,21,32.00
2025-03,PETICION,Frijoles Aparte,18,17,17.00
2025-03,PETICION,Poca Lechuga,23,23,24.00
2025-03,PETICION,Poco Frijol,2,2,2.00
2025-03,PETICION,Sin Aguacate,40,40,43.00
2025-03,PETICION,Sin Crema,151,151,160.00
2025-03,PETICION,Sin Frijoles,29,29,29.00
2025-03,PETICION,Sin Lechuga,57,55,57.00
2025-03,PETICION,Sin Queso,11,11,11.00
2025-03,PETICION,Sin Tomate,54,54,58.00
2025-03,PETICION,Sin Verduras,37,37,41.00
2025-03,PETICION,Verdura Aparte,11,11,11.00
2025-03,VARIANTE,Bocol delgado,4,4,4.00
2025-03,VARIANTE,Coca Cola,60,60,251.00
2025-03,VARIANTE,Coca Cola Sin Azúcar,28,28,95.00
2025-03,VARIANTE,Coca Light,26,26,51.00
2025-03,VARIANTE,Cocido,1,1,1.00
2025-03,VARIANTE,Crema,16,16,19.00
2025-03,VARIANTE,Delaware,13,13,15.00
2025-03,VARIANTE,Diluido con Agua,4,4,6.00
2025-03,VARIANTE,Escuis Fresa,8,8,8.00
2025-03,VARIANTE,Escuis Hierro,12,12,15.00
2025-03,VARIANTE,Escuis Manzana,7,7,10.00
2025-03,VARIANTE,Escuis Piña,6,6,8.00
2025-03,VARIANTE,Fanta,4,4,6.00
2025-03,VARIANTE,Fresca,1,1,1.00
2025-03,VARIANTE,Leche Aparte,15,15,28.00
2025-03,VARIANTE,Lechera,13,13,15.00
2025-03,VARIANTE,Lechero,17,17,32.00
2025-03,VARIANTE,Mantequilla,29,29,134.00
2025-03,VARIANTE,Medio,5,5,5.00
2025-03,VARIANTE,Mermelada de Fresa,2,2,2.00
2025-03,VARIANTE,Migada Delgada,7,7,7.00
2025-03,VARIANTE,Natural,3,3,4.00
2025-03,VARIANTE,Naturales,10,10,10.00
2025-03,VARIANTE,Normal,62,62,1199.00
2025-03,VARIANTE,Pan Grande Pieza,29,29,132.00
2025-03,VARIANTE,Poca leche,22,22,34.00
2025-03,VARIANTE,Sprite,4,4,4.00
2025-03,VARIANTE,Tierno,4,4,4.00
2025-03,VARIANTE,Valle Frut,9,9,9.00
2025-04,EXTRA,Bistec (1 pza.),125,125,157.00
2025-04,EXTRA,Doble Guiso,8,8,10.00
2025-04,EXTRA,Frijoles,19,19,32.00
2025-04,EXTRA,Huevo Estrellado Ciego (2 pzas.),2,2,2.00
2025-04,EXTRA,Huevo Estrellado Cocido (2 pzas.),55,55,61.00
2025-04,EXTRA,Huevo Estrellado Medio (2 pzas.),43,43,46.00
2025-04,EXTRA,Huevo Estrellado Tierno (2 pzas.),28,28,28.00
2025-04,EXTRA,Huevo Revuelto (2 pzas.),64,64,74.00
2025-04,EXTRA,Huevo Revuelto (p/relleno),46,46,51.00
2025-04,EXTRA,Queso,64,50,61.00
2025-04,EXTRA,Queso Extra Pieza,17,9,9.00
2025-04,EXTRA,Relleno de Guisados,52,51,51.00
2025-04,PETICION,Doradita,21,21,25.00
2025-04,PETICION,En dos platos,14,14,14.00
2025-04,PETICION,Escurrida,25,25,59.00
2025-04,PETICION,Frijoles Aparte,18,15,15.00
2025-04,PETICION,Poca Lechuga,16,16,17.00
2025-04,PETICION,Poco Frijol,2,2,2.00
2025-04,PETICION,Sin Aguacate,54,54,56.00
2025-04,PETICION,Sin Crema,135,135,140.00
2025-04,PETICION,Sin Frijoles,27,27,27.00
2025-04,PETICION,Sin Lechuga,60,60,63.00
2025-04,PETICION,Sin Queso,16,16,16.00
2025-04,PETICION,Sin Tomate,71,71,72.00
2025-04,PETICION,Sin Verduras,45,45,47.00
2025-04,PETICION,Verdura Aparte,15,15,15.00
2025-04,VARIANTE,Bocol delgado,18,15,21.00
2025-04,VARIANTE,Ciego,2,2,2.00
2025-04,VARIANTE,Coca Cola,58,58,336.00
2025-04,VARIANTE,Coca Cola Sin Azúcar,29,29,122.00
2025-04,VARIANTE,Coca Light,21,21,43.00
2025-04,VARIANTE,Cocido,1,1,1.00
2025-04,VARIANTE,Crema,21,21,28.00
2025-04,VARIANTE,Delaware,15,15,22.00
2025-04,VARIANTE,Diluido con Agua,4,4,4.00
2025-04,VARIANTE,Escuis Fresa,11,11,12.00
2025-04,VARIANTE,Escuis Hierro,10,10,11.00
2025-04,VARIANTE,Escuis Manzana,9,9,12.00
2025-04,VARIANTE,Escuis Piña,13,13,16.00
2025-04,VARIANTE,Fanta,5,5,6.00
2025-04,VARIANTE,Fresca,5,5,5.00
2025-04,VARIANTE,Leche Aparte,27,27,67.00
2025-04,VARIANTE,Lechera,15,15,19.00
2025-04,VARIANTE,Lechero,14,14,28.00
2025-04,VARIANTE,Mantequilla,28,28,128.00
2025-04,VARIANTE,Medio,4,4,4.00
2025-04,VARIANTE,Mermelada de Fresa,1,1,1.00
2025-04,VARIANTE,Migada Delgada,7,6,7.00
2025-04,VARIANTE,Natural,2,2,2.00
2025-04,VARIANTE,Naturales,8,8,9.00
2025-04,VARIANTE,Normal,60,60,1109.00
2025-04,VARIANTE,Pan Grande Pieza,29,29,152.00
2025-04,VARIANTE,Poca leche,19,19,31.00
2025-04,VARIANTE,Sprite,5,5,5.00
2025-04,VARIANTE,Tierno,3,3,3.00
2025-04,VARIANTE,Valle Frut,11,11,15.00
2025-05,EXTRA,Bistec (1 pza.),138,138,163.00
2025-05,EXTRA,Doble Guiso,4,4,4.00
2025-05,EXTRA,Frijoles,27,27,54.00
2025-05,EXTRA,Huevo Estrellado Ciego (2 pzas.),6,6,7.00
2025-05,EXTRA,Huevo Estrellado Cocido (2 pzas.),50,50,54.00
2025-05,EXTRA,Huevo Estrellado Medio (2 pzas.),48,48,54.00
2025-05,EXTRA,Huevo Estrellado Tierno (2 pzas.),14,14,14.00
2025-05,EXTRA,Huevo Revuelto (2 pzas.),83,83,89.00
2025-05,EXTRA,Huevo Revuelto (p/relleno),28,28,31.00
2025-05,EXTRA,Queso,85,69,82.00
2025-05,EXTRA,Queso Extra Pieza,18,10,10.00
2025-05,EXTRA,Relleno de Guisados,54,53,53.00
2025-05,PETICION,Doradita,18,18,23.00
2025-05,PETICION,En dos platos,8,8,9.00
2025-05,PETICION,Escurrida,19,19,44.00
2025-05,PETICION,Frijoles Aparte,23,23,23.00
2025-05,PETICION,Poca Lechuga,19,19,19.00
2025-05,PETICION,Poco Guiso,1,1,1.00
2025-05,PETICION,Sin Aguacate,49,49,49.00
2025-05,PETICION,Sin Crema,148,148,153.00
2025-05,PETICION,Sin Frijoles,19,19,19.00
2025-05,PETICION,Sin Lechuga,52,52,52.00
2025-05,PETICION,Sin Queso,17,17,17.00
2025-05,PETICION,Sin Tomate,60,60,60.00
2025-05,PETICION,Sin Verduras,42,42,47.00
2025-05,PETICION,Verdura Aparte,21,21,22.00
2025-05,VARIANTE,Bocol delgado,3,3,4.00
2025-05,VARIANTE,Ciego,2,2,2.00
2025-05,VARIANTE,Coca Cola,59,59,287.00
2025-05,VARIANTE,Coca Cola Sin Azúcar,31,31,127.00
2025-05,VARIANTE,Coca Light,20,20,41.00
2025-05,VARIANTE,Crema,13,13,17.00
2025-05,VARIANTE,Delaware,13,13,17.00
2025-05,VARIANTE,Diluido con Agua,3,3,4.00
2025-05,VARIANTE,Escuis Fresa,7,7,7.00
2025-05,VARIANTE,Escuis Hierro,12,12,12.00
2025-05,VARIANTE,Escuis Manzana,13,13,16.00
2025-05,VARIANTE,Escuis Piña,10,10,11.00
2025-05,VARIANTE,Fanta,5,5,5.00
2025-05,VARIANTE,Fresca,3,3,3.00
2025-05,VARIANTE,Leche Aparte,26,26,57.00
2025-05,VARIANTE,Lechera,12,12,13.00
2025-05,VARIANTE,Lechero,12,12,24.00
2025-05,VARIANTE,Mantequilla,31,31,124.00
2025-05,VARIANTE,Medio,5,5,7.00
2025-05,VARIANTE,Migada Delgada,3,3,3.00
2025-05,VARIANTE,Natural,2,2,2.00
2025-05,VARIANTE,Naturales,4,4,4.00
2025-05,VARIANTE,Normal,62,62,1087.00
2025-05,VARIANTE,Pan Grande Pieza,31,31,141.00
2025-05,VARIANTE,Poca leche,15,15,33.00
2025-05,VARIANTE,Sprite,8,8,8.00
2025-05,VARIANTE,Tierno,4,4,4.00
2025-05,VARIANTE,Valle Frut,11,11,15.00
2025-06,EXTRA,Bistec (1 pza.),130,130,159.00
2025-06,EXTRA,Doble Guiso,5,5,6.00
2025-06,EXTRA,Frijoles,21,19,29.00
2025-06,EXTRA,Huevo Estrellado Ciego (2 pzas.),7,7,7.00
2025-06,EXTRA,Huevo Estrellado Cocido (2 pzas.),46,45,50.00
2025-06,EXTRA,Huevo Estrellado Medio (2 pzas.),45,45,49.00
2025-06,EXTRA,Huevo Estrellado Tierno (2 pzas.),35,35,40.00
2025-06,EXTRA,Huevo Revuelto (2 pzas.),78,78,96.00
2025-06,EXTRA,Huevo Revuelto (p/relleno),35,35,36.00
2025-06,EXTRA,Queso,80,62,86.00
2025-06,EXTRA,Queso Extra Pieza,21,10,11.00
2025-06,EXTRA,Relleno de Guisados,50,48,49.00
2025-06,PETICION,Doradita,16,16,29.00
2025-06,PETICION,En dos platos,14,14,14.00
2025-06,PETICION,Escurrida,25,25,39.00
2025-06,PETICION,Frijoles Aparte,22,21,23.00
2025-06,PETICION,Poca Lechuga,33,33,36.00
2025-06,PETICION,Poco Frijol,2,2,2.00
2025-06,PETICION,Poco Guiso,2,2,2.00
2025-06,PETICION,Sin Aguacate,33,33,33.00
2025-06,PETICION,Sin Crema,134,134,140.00
2025-06,PETICION,Sin Frijoles,28,28,30.00
2025-06,PETICION,Sin Lechuga,66,66,67.00
2025-06,PETICION,Sin Queso,12,12,12.00
2025-06,PETICION,Sin Tomate,56,56,57.00
2025-06,PETICION,Sin Verduras,35,35,36.00
2025-06,PETICION,Verdura Aparte,14,14,15.00
2025-06,VARIANTE,Bocol delgado,2,2,3.00
2025-06,VARIANTE,Ciego,5,5,5.00
2025-06,VARIANTE,Coca Cola,58,58,298.00
2025-06,VARIANTE,Coca Cola Sin Azúcar,29,29,142.00
2025-06,VARIANTE,Coca Light,23,23,56.00
2025-06,VARIANTE,Cocido,6,6,6.00
2025-06,VARIANTE,Crema,15,15,15.00
2025-06,VARIANTE,Delaware,12,12,14.00
2025-06,VARIANTE,Diluido con Agua,3,3,5.00
2025-06,VARIANTE,Escuis Fresa,8,8,9.00
2025-06,VARIANTE,Escuis Hierro,12,12,16.00
2025-06,VARIANTE,Escuis Manzana,13,13,21.00
2025-06,VARIANTE,Escuis Piña,5,5,5.00
2025-06,VARIANTE,Fanta,8,8,9.00
2025-06,VARIANTE,Fresca,4,4,4.00
2025-06,VARIANTE,Leche Aparte,27,27,58.00
2025-06,VARIANTE,Lechera,13,13,13.00
2025-06,VARIANTE,Lechero,18,18,25.00
2025-06,VARIANTE,Mantequilla,28,28,134.00
2025-06,VARIANTE,Medio,3,3,3.00
2025-06,VARIANTE,Migada Delgada,6,6,6.00
2025-06,VARIANTE,Natural,2,2,2.00
2025-06,VARIANTE,Naturales,3,3,3.00
2025-06,VARIANTE,Normal,60,60,1156.00
2025-06,VARIANTE,Pan Grande Pieza,28,28,120.00
2025-06,VARIANTE,Poca leche,18,18,38.00
2025-06,VARIANTE,Sprite,4,4,4.00
2025-06,VARIANTE,Tierno,1,1,1.00
2025-06,VARIANTE,Valle Frut,9,9,10.00
2025-07,EXTRA,Bistec (1 pza.),101,101,118.00
2025-07,EXTRA,Doble Guiso,8,8,9.00
2025-07,EXTRA,Frijoles,33,33,54.00
2025-07,EXTRA,Huevo Estrellado Ciego (2 pzas.),4,4,5.00
2025-07,EXTRA,Huevo Estrellado Cocido (2 pzas.),27,27,30.00
2025-07,EXTRA,Huevo Estrellado Medio (2 pzas.),46,46,56.00
2025-07,EXTRA,Huevo Estrellado Tierno (2 pzas.),23,23,25.00
2025-07,EXTRA,Huevo Revuelto (2 pzas.),76,76,84.00
2025-07,EXTRA,Huevo Revuelto (p/relleno),31,31,33.00
2025-07,EXTRA,Queso,72,51,59.00
2025-07,EXTRA,Queso Extra Pieza,7,4,4.00
2025-07,EXTRA,Relleno de Guisados,72,70,73.00
2025-07,PETICION,Doradita,15,15,24.00
2025-07,PETICION,En dos platos,12,12,12.00
2025-07,PETICION,Escurrida,40,40,54.00
2025-07,PETICION,Frijoles Aparte,15,12,13.00
2025-07,PETICION,Poca Lechuga,42,42,42.00
2025-07,PETICION,Poco Frijol,3,3,3.00
2025-07,PETICION,Poco Guiso,2,2,2.00
2025-07,PETICION,Sin Aguacate,49,49,50.00
2025-07,PETICION,Sin Crema,112,112,117.00
2025-07,PETICION,Sin Frijoles,23,23,26.00
2025-07,PETICION,Sin Lechuga,53,52,52.00
2025-07,PETICION,Sin Queso,15,15,15.00
2025-07,PETICION,Sin Tomate,69,69,70.00
2025-07,PETICION,Sin Verduras,33,33,39.00
2025-07,PETICION,Verdura Aparte,18,18,19.00
2025-07,VARIANTE,Bocol delgado,11,8,10.00
2025-07,VARIANTE,Ciego,1,1,1.00
2025-07,VARIANTE,Coca Cola,61,61,313.00
2025-07,VARIANTE,Coca Cola Sin Azúcar,31,31,159.00
2025-07,VARIANTE,Coca Light,20,20,44.00
2025-07,VARIANTE,Cocido,2,2,2.00
2025-07,VARIANTE,Crema,15,15,18.00
2025-07,VARIANTE,Delaware,14,14,18.00
2025-07,VARIANTE,Diluido con Agua,2,2,4.00
2025-07,VARIANTE,Escuis Fresa,8,8,10.00
2025-07,VARIANTE,Escuis Hierro,9,9,11.00
2025-07,VARIANTE,Escuis Manzana,13,13,23.00
2025-07,VARIANTE,Escuis Piña,3,3,5.00
2025-07,VARIANTE,Fanta,5,5,5.00
2025-07,VARIANTE,Fresca,7,7,8.00
2025-07,VARIANTE,Leche Aparte,22,22,38.00
2025-07,VARIANTE,Lechera,13,13,16.00
2025-07,VARIANTE,Lechero,16,16,31.00
2025-07,VARIANTE,Mantequilla,31,30,117.00
2025-07,VARIANTE,Medio,2,2,3.00
2025-07,VARIANTE,Migada Delgada,7,6,7.00
2025-07,VARIANTE,Natural,3,3,3.00
2025-07,VARIANTE,Naturales,10,10,10.00
2025-07,VARIANTE,Normal,62,62,1102.00
2025-07,VARIANTE,Pan Grande Pieza,29,29,183.00
2025-07,VARIANTE,Poca leche,17,17,22.00
2025-07,VARIANTE,Sprite,7,7,7.00
2025-07,VARIANTE,Tierno,1,1,1.00
2025-07,VARIANTE,Valle Frut,12,12,13.00
2025-08,EXTRA,Bistec (1 pza.),160,160,189.00
2025-08,EXTRA,Doble Guiso,6,6,6.00
2025-08,EXTRA,Frijoles,46,46,77.00
2025-08,EXTRA,Huevo Estrellado Ciego (2 pzas.),5,5,5.00
2025-08,EXTRA,Huevo Estrellado Cocido (2 pzas.),54,53,61.00
2025-08,EXTRA,Huevo Estrellado Medio (2 pzas.),48,48,53.00
2025-08,EXTRA,Huevo Estrellado Tierno (2 pzas.),35,35,35.00
2025-08,EXTRA,Huevo Revuelto (2 pzas.),103,103,114.00
2025-08,EXTRA,Huevo Revuelto (p/relleno),31,31,31.00
2025-08,EXTRA,Queso,82,65,77.00
2025-08,EXTRA,Queso Extra Pieza,19,8,8.00
2025-08,EXTRA,Relleno de Guisados,71,71,72.00
2025-08,PETICION,Doradita,23,23,24.00
2025-08,PETICION,En dos platos,12,12,13.00
2025-08,PETICION,Escurrida,27,27,33.00
2025-08,PETICION,Frijoles Aparte,15,15,16.00
2025-08,PETICION,Poca Lechuga,30,30,30.00
2025-08,PETICION,Poco Frijol,2,2,2.00
2025-08,PETICION,Poco Guiso,1,1,1.00
2025-08,PETICION,Sin Aguacate,57,57,60.00
2025-08,PETICION,Sin Crema,166,166,180.00
2025-08,PETICION,Sin Frijoles,22,22,24.00
2025-08,PETICION,Sin Lechuga,50,50,51.00
2025-08,PETICION,Sin Queso,13,13,13.00
2025-08,PETICION,Sin Tomate,72,72,73.00
2025-08,PETICION,Sin Verduras,37,37,39.00
2025-08,PETICION,Verdura Aparte,12,12,13.00
2025-08,VARIANTE,Bocol delgado,15,11,14.00
2025-08,VARIANTE,Ciego,1,1,2.00
2025-08,VARIANTE,Coca Cola,62,62,338.00
2025-08,VARIANTE,Coca Cola Sin Azúcar,31,31,159.00
2025-08,VARIANTE,Coca Light,20,20,55.00
2025-08,VARIANTE,Cocido,1,1,2.00
2025-08,VARIANTE,Crema,15,15,19.00
2025-08,VARIANTE,Delaware,12,12,16.00
2025-08,VARIANTE,Diluido con Agua,5,5,7.00
2025-08,VARIANTE,Escuis Fresa,10,10,12.00
2025-08,VARIANTE,Escuis Hierro,11,11,15.00
2025-08,VARIANTE,Escuis Manzana,10,10,11.00
2025-08,VARIANTE,Escuis Piña,8,8,11.00
2025-08,VARIANTE,Fanta,7,7,9.00
2025-08,VARIANTE,Fresca,5,5,5.00
2025-08,VARIANTE,Leche Aparte,13,13,27.00
2025-08,VARIANTE,Lechera,10,10,13.00
2025-08,VARIANTE,Lechero,19,19,37.00
2025-08,VARIANTE,Mantequilla,29,29,146.00
2025-08,VARIANTE,Medio,3,3,3.00
2025-08,VARIANTE,Migada Delgada,7,6,7.00
2025-08,VARIANTE,Natural,3,3,3.00
2025-08,VARIANTE,Naturales,6,6,6.00
2025-08,VARIANTE,Normal,62,62,1118.00
2025-08,VARIANTE,Pan Grande Pieza,29,29,125.00
2025-08,VARIANTE,Poca leche,16,16,31.00
2025-08,VARIANTE,Sprite,5,5,7.00
2025-08,VARIANTE,Tierno,6,6,7.00
2025-08,VARIANTE,Valle Frut,12,12,14.00
2025-09,EXTRA,Bistec (1 pza.),131,131,158.00
2025-09,EXTRA,Doble Guiso,2,2,2.00
2025-09,EXTRA,Frijoles,48,48,71.00
2025-09,EXTRA,Huevo Estrellado Ciego (2 pzas.),1,1,1.00
2025-09,EXTRA,Huevo Estrellado Cocido (2 pzas.),58,58,64.00
2025-09,EXTRA,Huevo Estrellado Medio (2 pzas.),47,47,51.00
2025-09,EXTRA,Huevo Estrellado Tierno (2 pzas.),47,45,49.00
2025-09,EXTRA,Huevo Revuelto (2 pzas.),77,77,92.00
2025-09,EXTRA,Huevo Revuelto (p/relleno),24,24,27.00
2025-09,EXTRA,Queso,76,63,71.00
2025-09,EXTRA,Queso Extra Pieza,12,5,5.00
2025-09,EXTRA,Relleno de Guisados,69,68,68.00
2025-09,PETICION,Doradita,15,15,17.00
2025-09,PETICION,En dos platos,10,10,10.00
2025-09,PETICION,Escurrida,13,13,16.00
2025-09,PETICION,Frijoles Aparte,7,7,7.00
2025-09,PETICION,Poca Lechuga,23,23,23.00
2025-09,PETICION,Poco Frijol,2,2,2.00
2025-09,PETICION,Poco Guiso,1,1,1.00
2025-09,PETICION,Sin Aguacate,37,37,38.00
2025-09,PETICION,Sin Crema,156,156,161.00
2025-09,PETICION,Sin Frijoles,28,28,28.00
2025-09,PETICION,Sin Lechuga,48,48,48.00
2025-09,PETICION,Sin Queso,14,14,14.00
2025-09,PETICION,Sin Tomate,62,62,63.00
2025-09,PETICION,Sin Verduras,31,31,37.00
2025-09,PETICION,Verdura Aparte,10,10,10.00
2025-09,VARIANTE,Bocol delgado,6,5,6.00
2025-09,VARIANTE,Coca Cola,58,58,311.00
2025-09,VARIANTE,Coca Cola Sin Azúcar,29,29,136.00
2025-09,VARIANTE,Coca Light,24,24,43.00
2025-09,VARIANTE,Cocido,2,2,2.00
2025-09,VARIANTE,Crema,15,15,18.00
2025-09,VARIANTE,Delaware,9,9,13.00
2025-09,VARIANTE,Diluido con Agua,5,5,6.00
2025-09,VARIANTE,Escuis Fresa,6,6,8.00
2025-09,VARIANTE,Escuis Hierro,6,6,7.00
2025-09,VARIANTE,Escuis Manzana,13,13,16.00
2025-09,VARIANTE,Escuis Piña,8,8,9.00
2025-09,VARIANTE,Fanta,5,5,6.00
2025-09,VARIANTE,Fresca,4,4,5.00
2025-09,VARIANTE,Leche Aparte,24,24,46.00
2025-09,VARIANTE,Lechera,8,8,11.00
2025-09,VARIANTE,Lechero,19,19,25.00
2025-09,VARIANTE,Mantequilla,30,30,145.00
2025-09,VARIANTE,Medio,3,3,3.00
2025-09,VARIANTE,Mermelada de Fresa,1,1,1.00
2025-09,VARIANTE,Migada Delgada,8,6,8.00
2025-09,VARIANTE,Natural,4,4,5.00
2025-09,VARIANTE,Naturales,9,9,9.00
2025-09,VARIANTE,Normal,60,60,1264.00
2025-09,VARIANTE,Pan Grande Pieza,28,28,148.00
2025-09,VARIANTE,Poca leche,16,16,24.00
2025-09,VARIANTE,Sprite,4,4,4.00
2025-09,VARIANTE,Tierno,5,5,5.00
2025-09,VARIANTE,Valle Frut,7,7,8.00
2025-10,EXTRA,Bistec (1 pza.),104,104,116.00
2025-10,EXTRA,Frijoles,39,39,70.00
2025-10,EXTRA,Huevo Estrellado Ciego (2 pzas.),3,3,3.00
2025-10,EXTRA,Huevo Estrellado Cocido (2 pzas.),32,32,33.00
2025-10,EXTRA,Huevo Estrellado Medio (2 pzas.),37,37,42.00
