periodo,producto,familia,unidad_venta,unidades,piezas,ingresos,ventas_brutas,renglones,extras,peticiones,ingreso_por_unidad
2024-07,Tacos Maíz Surtidos,Taco,PIEZA,3.00,13.00,228.00,228.00,3,0,0,76.00
2024-08,Enmoladas,Enmolada,ORDEN,36.00,,5762.00,5762.00,33,20,5,160.06
2026-09,Encremadas,Encremada,ORDEN,3.00,,578.00,578.00,3,2,0,192.67
2024-05,Horchata Vaso,Bebida,ORDEN,149.00,,4675.90,4679.00,29,0,0,31.38
2026-05,1/2 Quesadillas (2 pzas.),Quesadilla,ORDEN,145.00,,12947.00,12947.00,79,12,62,89.29
2026-02,1/2 Empanadas (2 pzas.),Empanada,ORDEN,68.00,,6427.00,6427.00,68,13,16,94.51
2024-11,Pieza Huevo Estrellado Tierno,Huevos,ORDEN,9.00,,162.00,162.00,8,0,0,18.00
2023-12,Café con Leche,Bebida,ORDEN,909.00,,27334.50,27351.00,31,0,0,30.07
2026-07,Quesadillas (4 pzas.),Quesadilla,ORDEN,164.00,,23125.00,23125.00,80,9,68,141.01
2026-02,1/2 Enchiladas Rojas,Enchilada,ORDEN,142.00,,17943.00,17943.00,112,77,43,126.36
2024-08,Zanahorias p/llevar,Otros,ORDEN,35.00,,31.00,31.00,19,0,0,0.89
2024-01,Pieza de Pan,Guarnicion,ORDEN,90.00,,1799.00,1800.00,27,0,0,19.99
2024-12,Pieza Huevo Estrellado Cocido,Huevos,ORDEN,19.00,,342.00,342.00,10,0,0,18.00
2025-03,Bisquet,Otros,ORDEN,134.00,,4020.00,4020.00,29,0,0,30.00
2026-03,Quesadillas (4 pzas.),Quesadilla,ORDEN,140.00,,19929.00,19929.00,66,7,62,142.35
2025-01,Pieza Extra Empanada,Empanada,ORDEN,1.00,,31.00,31.00,1,0,0,31.00
2026-06,Enmoladas,Enmolada,ORDEN,48.00,,8839.00,8839.00,37,24,10,184.15
2026-07,Tacos de Harina,Taco,PIEZA,846.00,846.00,19272.00,19362.00,334,8,30,22.78
2024-11,Migada Guisado Normal,Migada,PIEZA,36.00,36.00,4077.00,4189.00,36,2,16,113.25
2026-08,1/2 Encremadas,Encremada,ORDEN,27.00,,3705.00,3705.00,22,13,0,137.22
2024-09,1/2 Enchiladas Mixtas (4 Piezas),Enchilada,ORDEN,23.00,,3452.00,3452.00,22,15,3,150.09
2026-08,Pieza Extra Empanada,Empanada,ORDEN,14.00,,532.00,532.00,12,0,0,38.00
2024-07,Café Negro,Bebida,ORDEN,365.00,,11512.35,11613.00,47,0,0,31.54
2024-06,Zanahorias p/llevar,Otros,ORDEN,12.00,,6.00,6.00,8,0,0,0.50
2024-10,Pieza Extra Quesadilla,Quesadilla,ORDEN,5.00,,140.00,140.00,4,0,0,28.00
2026-05,Pieza Extra Empanada,Empanada,ORDEN,9.00,,347.00,347.00,9,1,0,38.56
2025-03,Jamaica Vaso,Bebida,ORDEN,484.00,,18409.00,18409.00,31,0,0,38.04
2024-03,Limón Vaso,Bebida,ORDEN,354.00,,10929.05,10974.00,31,0,0,30.87
2024-01,Pieza Enchilada Roja,Enchilada,ORDEN,3.00,,60.00,60.00,2,0,0,20.00
2025-01,Pieza Extra Quesadilla,Quesadilla,ORDEN,7.00,,196.00,196.00,5,0,0,28.00
2026-05,Ciel 600 ml.,Bebida,ORDEN,65.00,,2275.00,2275.00,25,0,0,35.00
2026-02,Pieza Enfrijolada,Guarnicion,ORDEN,1.00,,30.00,30.00,1,0,0,30.00
2024-08,Encremadas,Encremada,ORDEN,22.00,,3294.00,3294.00,17,8,1,149.73
2025-11,Bistec 1 Pza.,Otros,ORDEN,2.00,,204.00,204.00,1,0,0,102.00
2023-10,1/2 Enchiladas Mixtas (4 Piezas),Enchilada,ORDEN,1.00,,160.00,160.00,1,1,0,160.00
2024-09,Encremadas,Encremada,ORDEN,19.00,,2981.00,2981.00,16,8,0,156.89
2026-05,PROMO 6 surtidas,Otros,ORDEN,45.00,,4212.00,4860.00,10,0,0,93.60
2023-10,Bocoles,Bocol,PIEZA,2075.00,2075.00,35786.05,35945.00,496,12,0,17.25
2024-01,Enchiladas Mixtas,Enchilada,ORDEN,32.00,,3970.00,3970.00,30,17,5,124.06
2024-02,Migada Guisado de Carne,Migada,PIEZA,221.00,221.00,23007.60,23064.00,198,1,69,104.11
2025-08,PROMO 6 surtidas,Otros,ORDEN,45.00,,4275.00,4275.00,10,0,0,95.00
2023-10,Enchiladas Mixtas,Enchilada,ORDEN,19.00,,2418.00,2418.00,19,10,1,127.26
2024-08,Migada Guisado Normal,Migada,PIEZA,37.00,37.00,4224.00,4224.00,37,0,16,114.16
2025-10,Enchiladas Picositas,Enchilada,ORDEN,23.00,,4137.00,4137.00,21,17,3,179.87
2025-09,1/2 Enchiladas Picositas,Enchilada,ORDEN,50.00,,6611.00,6611.00,42,31,6,132.22
2025-06,1/2 Enfrijoladas,Enfrijolada,ORDEN,23.00,,2464.00,2464.00,21,10,7,107.13
2026-01,Salsa Roja,Guarnicion,ORDEN,35.00,,0.00,0.00,8,0,0,0.00
2024-07,Huevos a la Mexicana,Huevos,ORDEN,59.00,,5610.00,5610.00,29,0,0,95.08
2026-01,Porción Ensalada,Guarnicion,ORDEN,2.00,,50.00,50.00,2,0,0,25.00
2024-12,Pieza Extra Quesadilla,Quesadilla,ORDEN,6.00,,168.00,168.00,6,0,0,28.00
2024-10,Horchata 1 Litro,Bebida,ORDEN,46.00,,3052.00,3052.00,22,0,0,66.35
2024-06,Refresco 355 ml.,Bebida,ORDEN,120.00,,3478.55,3480.00,25,0,0,28.99
2024-08,Jugo Naranja 1 Litro,Bebida,ORDEN,1.00,,108.00,108.00,1,0,0,108.00
2024-10,Orden de Guisado Normal,Guarnicion,ORDEN,8.00,,912.00,912.00,6,0,0,114.00
2024-01,Tacos de Harina,Taco,PIEZA,746.00,746.00,13047.90,13090.00,272,3,3,17.49
2025-11,Orden Huevos Estrellados,Huevos,ORDEN,13.00,,1495.00,1495.00,13,0,0,115.00
2024-03,Orden Huevos Estrellados,Huevos,ORDEN,7.00,,581.00,581.00,6,0,0,83.00
2025-07,Limón Vaso,Bebida,ORDEN,475.00,,18148.00,18148.00,31,0,0,38.21
2024-11,Tacos Harina Surtidos,Taco,PIEZA,1.00,5.00,90.00,90.00,1,0,0,90.00
2025-02,Limón 1 Litro,Bebida,ORDEN,30.00,,1692.00,1692.00,16,0,0,56.40
2025-10,Pieza Huevo Estrellado Cocido,Huevos,ORDEN,14.00,,280.00,280.00,13,0,0,20.00
2023-08,1/2 Enchiladas Picositas,Enchilada,ORDEN,9.00,,803.00,803.00,6,4,0,89.22
2024-05,Huevos Rancheros,Huevos,ORDEN,17.00,,1644.00,1644.00,14,0,0,96.71
2024-08,Pieza Enchilada Roja,Enchilada,ORDEN,3.00,,69.00,69.00,3,0,0,23.00
2024-05,Pieza Enfrijolada,Guarnicion,ORDEN,1.00,,20.00,20.00,1,0,0,20.00
2024-02,Pieza Enchilada Roja,Enchilada,ORDEN,2.00,,40.00,40.00,2,0,0,20.00
2026-02,Fuze Tea,Bebida,ORDEN,14.00,,630.00,630.00,12,0,0,45.00
2025-09,Huevo Estrellado 2 pzas.,Huevos,ORDEN,4.00,,140.00,140.00,2,0,0,35.00
2023-12,1/2 Encremadas,Encremada,ORDEN,33.00,,3274.70,3278.00,30,19,1,99.23
2024-01,Refresco 355 ml.,Bebida,ORDEN,73.00,,2117.00,2117.00,26,0,0,29.00
2025-07,Pieza Huevo Estrellado Tierno,Huevos,ORDEN,13.00,,260.00,260.00,8,0,0,20.00
2023-08,Café Negro,Bebida,ORDEN,33.00,,990.00,990.00,11,0,0,30.00
2023-09,Jugo Naranja Vaso,Bebida,ORDEN,8.00,,312.00,312.00,5,0,0,39.00
2023-08,Jamaica Vaso,Bebida,ORDEN,89.00,,2769.00,2769.00,11,0,0,31.11
2024-03,Migada Guisado Normal,Migada,PIEZA,39.00,39.00,3710.00,3819.00,38,0,15,95.13
2024-06,Refresco 600 ml.,Bebida,ORDEN,568.00,,17164.50,17175.00,162,0,0,30.22
2023-12,Encremadas,Encremada,ORDEN,34.00,,4660.90,4666.00,27,17,1,137.09
2024-05,Pieza Tortilla de Harina,Guarnicion,ORDEN,14.00,,42.00,42.00,7,0,0,3.00
2025-11,Pieza de Pan,Guarnicion,ORDEN,133.00,,3325.00,3325.00,28,0,0,25.00
2025-03,1/2 Enfrijoladas,Enfrijolada,ORDEN,20.00,,2366.00,2366.00,19,12,3,118.30
2025-03,Salsa Verde,Guarnicion,ORDEN,72.00,,55.00,55.00,27,0,0,0.76
2026-03,Pieza Huevo Estrellado Cocido,Huevos,ORDEN,14.00,,280.00,280.00,10,0,0,20.00
2025-04,Enchiladas Picositas,Enchilada,ORDEN,39.00,,7151.00,7151.00,34,23,5,183.36
2024-04,Quesadillas (4 pzas.),Quesadilla,ORDEN,154.00,,15884.00,15884.00,81,15,72,103.14
2023-09,Empanadas (4 pzas.),Empanada,ORDEN,93.00,,9944.10,9958.00,92,15,21,106.93
2025-06,Salsa Roja,Guarnicion,ORDEN,53.00,,49.00,49.00,17,0,0,0.92
2025-10,1/2 Enmoladas,Enmolada,ORDEN,52.00,,6584.00,6584.00,43,28,10,126.62
2025-03,Pieza Enmolada,Enmolada,ORDEN,2.00,,50.00,50.00,2,0,0,25.00
2024-03,Bocoles Surtidos,Bocol,PIEZA,3.00,13.00,221.00,221.00,3,0,0,73.67
2024-10,Gorditas de Azúcar,Gordita,PIEZA,20.00,20.00,700.00,700.00,15,0,0,35.00
2024-03,Té de Manzanilla,Bebida,ORDEN,6.00,,180.00,180.00,5,0,0,30.00
2024-08,Bistec 1 Pza.,Otros,ORDEN,7.00,,595.00,595.00,5,0,0,85.00
2025-07,1/2 Enchiladas Mixtas (4 Piezas),Enchilada,ORDEN,26.00,,3826.00,3826.00,24,16,5,147.15
2025-11,Bocoles Surtidos,Bocol,PIEZA,5.00,28.00,560.00,560.00,5,0,0,112.00
2026-05,Fuze Tea,Bebida,ORDEN,26.00,,1170.00,1170.00,14,0,0,45.00
2026-07,1/2 Enchiladas Mixtas (4 Piezas),Enchilada,ORDEN,36.00,,5576.00,5576.00,33,25,5,154.89
2024-01,Orden de Guisado Normal,Guarnicion,ORDEN,8.00,,760.00,760.00,8,0,0,95.00
2025-10,Enchiladas Rojas,Enchilada,ORDEN,60.00,,10652.00,10652.00,55,36,18,177.53
2025-03,1/2 Enchiladas Mixtas (4 Piezas),Enchilada,ORDEN,22.00,,3491.00,3491.00,22,14,2,158.68
2025-02,Pieza Huevo Estrellado Cocido,Huevos,ORDEN,16.00,,306.00,306.00,14,0,0,19.13
2025-02,Enchiladas Rojas,Enchilada,ORDEN,93.00,,15777.00,15777.00,66,55,15,169.65
2025-09,Pieza Entomatada,Entomatada,ORDEN,1.00,,25.00,25.00,1,0,0,25.00
2025-01,1/2 Enchiladas Mixtas (4 Piezas),Enchilada,ORDEN,33.00,,4434.00,4434.00,33,25,6,134.36
2024-04,Café con Leche,Bebida,ORDEN,570.00,,17170.50,17181.00,60,0,0,30.12
2025-07,Migada Guisado de Carne,Migada,PIEZA,243.00,243.00,34749.00,34934.00,218,3,136,143.00
2025-01,1/2 Enchiladas Rojas,Enchilada,ORDEN,200.00,,21153.00,21153.00,136,96,63,105.77
2024-03,Jamaica Vaso,Bebida,ORDEN,329.00,,10201.25,10209.00,31,0,0,31.01
2026-03,Jamaica Vaso,Bebida,ORDEN,448.00,,18842.00,18842.00,31,0,0,42.06
2024-06,Limón Vaso,Bebida,ORDEN,443.00,,13793.70,13803.00,30,0,0,31.14
2024-02,1/2 Enmoladas,Enmolada,ORDEN,39.00,,3308.00,3374.00,30,18,6,84.82
2025-03,Bocoles,Bocol,PIEZA,1946.00,1946.00,39326.00,39326.00,493,10,11,20.21
2025-03,Refresco 600 ml.,Bebida,ORDEN,399.00,,14494.00,14494.00,147,0,0,36.33
2026-09,Pieza Tortilla de Maíz,Guarnicion,ORDEN,2.00,,10.00,10.00,2,0,0,5.00
2023-11,1/2 Enfrijoladas,Enfrijolada,ORDEN,12.00,,1024.00,1024.00,12,5,7,85.33
2025-12,Salsa Habanera,Guarnicion,ORDEN,3.00,,0.00,0.00,3,0,0,0.00
2024-07,Bocoles,Bocol,PIEZA,2319.00,2319.00,41201.20,41358.00,550,17,30,17.77
2024-07,PROMO 6 surtidas,Otros,ORDEN,65.00,,5718.00,5718.00,12,0,0,87.97
2024-11,Gorditas,Gordita,PIEZA,5612.00,5612.00,89897.30,89897.30,630,15,7,16.02
2024-08,Enchiladas Mixtas,Enchilada,ORDEN,45.00,,7585.00,7585.00,44,34,5,168.56
2026-09,Bistec 1 Pza.,Otros,ORDEN,1.00,,102.00,102.00,1,0,0,102.00
2026-02,Huevos a la Mexicana,Huevos,ORDEN,31.00,,3720.00,3720.00,18,0,0,120.00
2025-05,Jugo Naranja 1 Litro,Bebida,ORDEN,2.00,,197.00,197.00,2,0,0,98.50
2026-03,Bocoles,Bocol,PIEZA,1940.00,1940.00,43638.00,43682.00,515,24,25,22.49
2025-03,Pieza Extra Empanada,Empanada,ORDEN,5.00,,175.00,175.00,5,0,0,35.00
2024-03,Refresco 355 ml.,Bebida,ORDEN,80.00,,2318.55,2320.00,29,0,0,28.98
2026-06,Horchata Vaso,Bebida,ORDEN,144.00,,6191.00,6191.00,30,0,0,42.99
2025-01,Limón 1 Litro,Bebida,ORDEN,11.00,,631.00,631.00,9,0,0,57.36
2025-01,Gorditas de Azúcar,Gordita,PIEZA,31.00,31.00,1085.00,1085.00,16,0,0,35.00
2025-06,Pieza Tortilla de Maíz,Guarnicion,ORDEN,14.00,,70.00,70.00,7,0,0,5.00
2026-05,Aguacate Extra,Otros,ORDEN,11.00,,165.00,165.00,9,0,0,15.00
2026-04,Huevo Revuelto 2 pzas.,Huevos,ORDEN,2.00,,70.00,70.00,2,0,0,35.00
2024-03,Pieza Extra Quesadilla,Quesadilla,ORDEN,2.00,,46.00,46.00,1,0,0,23.00
2024-11,Quesadillas (4 pzas.),Quesadilla,ORDEN,151.00,,18224.00,18224.00,69,6,62,120.69
2024-10,Jamaica Vaso,Bebida,ORDEN,383.00,,13509.00,13509.00,31,0,0,35.27
2026-07,Pieza Extra Empanada,Empanada,ORDEN,12.00,,461.00,461.00,12,1,0,38.42
2024-12,1/2 Enchiladas Mixtas (4 Piezas),Enchilada,ORDEN,6.00,,833.00,833.00,6,4,0,138.83
2026-04,Limón 1 Litro,Bebida,ORDEN,26.00,,1768.00,1768.00,18,0,0,68.00
2024-05,1/2 Enchiladas Mixtas (4 Piezas),Enchilada,ORDEN,9.00,,1080.00,1080.00,9,6,1,120.00
2025-02,Pieza Tortilla de Harina,Guarnicion,ORDEN,11.00,,55.00,55.00,4,0,0,5.00
2025-09,Pieza Extra Empanada,Empanada,ORDEN,4.00,,140.00,140.00,4,0,0,35.00
2024-12,Café con Leche,Bebida,ORDEN,1099.00,,36315.00,36315.00,87,0,0,33.04
2023-12,Orden de Guisado de Carne,Guarnicion,ORDEN,13.00,,1326.00,1326.00,13,0,0,102.00
2026-06,Pieza Huevo Estrellado Cocido,Huevos,ORDEN,22.00,,440.00,440.00,18,0,0,20.00
2023-11,Bistec 1 Pza.,Otros,ORDEN,2.00,,148.00,148.00,2,0,0,74.00
2024-01,Jugo Naranja 1 Litro,Bebida,ORDEN,11.00,,649.00,649.00,9,0,0,59.00
2024-02,Porción Frijol con Queso,Guarnicion,ORDEN,1.00,,5.00,5.00,1,0,0,5.00
2025-07,Pieza Extra Empanada,Empanada,ORDEN,8.00,,280.00,280.00,8,0,0,35.00
2025-09,Salsa Habanera,Guarnicion,ORDEN,15.00,,2.00,2.00,8,0,0,0.13
2025-05,Pieza Huevo Estrellado Tierno,Huevos,ORDEN,8.00,,160.00,160.00,7,0,0,20.00
2026-07,1/2 Enfrijoladas,Enfrijolada,ORDEN,34.00,,4029.00,4029.00,28,13,13,118.50
2025-12,Jamaica 1 Litro,Bebida,ORDEN,10.00,,569.00,569.00,7,0,0,56.90
2025-07,Tacos Harina Surtidos,Taco,PIEZA,2.00,6.00,120.00,120.00,2,0,0,60.00
2025-06,Enchiladas Rojas,Enchilada,ORDEN,76.00,,13794.00,13794.00,61,41,12,181.50
2026-07,Limón Vaso,Bebida,ORDEN,603.00,,25375.00,25430.00,31,0,0,42.08
2024-05,Encremadas,Encremada,ORDEN,32.00,,4529.90,4535.00,27,19,2,141.56
2024-05,Orden de Guisado Normal,Guarnicion,ORDEN,5.00,,475.00,475.00,5,0,0,95.00
2026-04,Encremadas,Encremada,ORDEN,18.00,,3794.00,3794.00,15,15,0,210.78
2026-03,Bocoles Surtidos,Bocol,PIEZA,5.00,33.00,726.00,726.00,4,0,0,145.20
2026-05,Gorditas,Gordita,PIEZA,6203.00,6203.00,120197.00,120704.00,673,16,31,19.38
2024-10,Huevos a la Mexicana,Huevos,ORDEN,33.00,,3370.00,3370.00,18,0,0,102.12
2025-02,Enchiladas Mixtas,Enchilada,ORDEN,28.00,,4897.00,4897.00,27,20,0,174.89
2026-04,1/2 Entomatadas,Entomatada,ORDEN,134.00,,17033.00,17033.00,97,64,37,127.11
2025-10,Bocoles,Bocol,PIEZA,2008.00,2008.00,40540.00,40661.00,520,17,20,20.19
2026-02,Migada Guisado de Carne,Migada,PIEZA,225.00,225.00,33288.00,33432.00,209,0,159,147.95
2024-07,1/2 Empanadas (2 pzas.),Empanada,ORDEN,115.00,,8707.70,8869.00,108,9,44,75.72
2025-05,Tacos Maíz Surtidos,Taco,PIEZA,1.00,2.00,40.00,40.00,1,0,0,40.00
2026-05,1/2 Enfrijoladas,Enfrijolada,ORDEN,13.00,,1798.00,1798.00,13,11,8,138.31
2025-04,Plátano Frito,Otros,ORDEN,33.00,,1254.00,1254.00,26,0,0,38.00
2025-01,Jamaica Vaso,Bebida,ORDEN,374.00,,13121.00,13121.00,30,0,0,35.08
2024-02,Ciel 600 ml.,Bebida,ORDEN,25.00,,700.00,700.00,14,0,0,28.00
2026-07,Migada Guisado de Carne,Migada,PIEZA,257.00,257.00,38236.30,38255.00,242,2,177,148.78
2024-10,Zanahorias p/llevar,Otros,ORDEN,36.00,,36.00,36.00,18,0,0,1.00
2025-02,Salsa Roja,Guarnicion,ORDEN,48.00,,44.00,44.00,18,0,0,0.92
2024-10,Tacos de Maiz,Taco,PIEZA,924.00,924.00,16722.00,16722.00,347,9,4,18.10
2025-05,Huevo Estrellado 2 pzas.,Huevos,ORDEN,1.00,,35.00,35.00,1,0,0,35.00
2024-12,Migada Guisado de Carne,Migada,PIEZA,243.00,243.00,30574.00,30574.00,228,0,107,125.82
2025-05,Gorditas,Gordita,PIEZA,6279.00,6279.00,108150.00,108302.00,644,15,14,17.22
2025-11,Jamaica Vaso,Bebida,ORDEN,359.00,,13698.00,13698.00,27,0,0,38.16
2024-12,Gorditas de Azúcar,Gordita,PIEZA,26.00,26.00,910.00,910.00,15,0,0,35.00
2026-03,1/2 Empanadas (2 pzas.),Empanada,ORDEN,87.00,,8339.00,8339.00,86,19,30,95.85
2023-12,1/2 Enmoladas,Enmolada,ORDEN,42.00,,3734.00,3742.00,35,20,4,88.90
2026-03,Limón Vaso,Bebida,ORDEN,341.00,,14335.00,14335.00,27,0,0,42.04
2024-01,Té de Manzanilla,Bebida,ORDEN,6.00,,180.00,180.00,6,0,0,30.00
2026-04,Salsa Habanera,Guarnicion,ORDEN,4.00,,0.00,0.00,4,0,0,0.00
2024-01,Bocoles,Bocol,PIEZA,2217.00,2217.00,38446.95,38503.00,502,15,14,17.34
2024-08,Jamaica 1 Litro,Bebida,ORDEN,27.00,,1421.00,1421.00,16,0,0,52.63
2025-03,Pieza Huevo Estrellado Cocido,Huevos,ORDEN,22.00,,440.00,440.00,16,0,0,20.00
2024-04,Ciel 600 ml.,Bebida,ORDEN,43.00,,1204.00,1204.00,22,0,0,28.00
2024-04,Bocoles Surtidos,Bocol,PIEZA,14.00,63.00,1071.00,1071.00,11,0,0,76.50
2024-11,Pieza Extra Empanada,Empanada,ORDEN,6.00,,186.00,186.00,6,0,0,31.00
2024-08,Café Negro,Bebida,ORDEN,273.00,,8974.35,9009.00,35,0,0,32.87
2023-11,Pieza Encremada,Encremada,ORDEN,1.00,,20.00,20.00,1,0,0,20.00
2025-03,Pieza Tortilla de Maíz,Guarnicion,ORDEN,7.00,,35.00,35.00,4,0,0,5.00
2024-11,Bistec 1 Pza.,Otros,ORDEN,2.00,,170.00,170.00,2,0,0,85.00
2023-12,Refresco 355 ml.,Bebida,ORDEN,70.00,,2030.00,2030.00,28,0,0,29.00
2026-03,Gorditas Surtidas,Gordita,PIEZA,16.00,75.00,1425.00,1425.00,12,0,0,89.06
2024-08,Pieza Tortilla de Harina,Guarnicion,ORDEN,7.00,,35.00,35.00,4,0,0,5.00
2025-09,Huevos Rancheros,Huevos,ORDEN,44.00,,5060.00,5060.00,25,0,0,115.00
2023-08,Migada Guisado de Carne,Migada,PIEZA,39.00,39.00,4140.00,4140.00,34,0,8,106.15
2023-12,Enfrijoladas,Enfrijolada,ORDEN,19.00,,2312.90,2318.00,18,6,12,121.73
2025-09,Porción Ensalada,Guarnicion,ORDEN,5.00,,125.00,125.00,4,0,0,25.00
2023-12,Huevo Revuelto 2 pzas.,Huevos,ORDEN,2.00,,56.00,56.00,2,0,0,28.00
2024-04,Orden Huevos Revueltos,Huevos,ORDEN,5.00,,410.85,415.00,5,0,0,82.17
2025-04,1/2 Enfrijoladas,Enfrijolada,ORDEN,16.00,,1809.00,1809.00,15,8,8,113.06
2025-11,Huevos a la Mexicana,Huevos,ORDEN,49.00,,5635.00,5635.00,22,0,0,115.00
2024-12,Limón 1 Litro,Bebida,ORDEN,24.00,,1336.00,1336.00,16,0,0,55.67
2024-08,Pieza Encremada,Encremada,ORDEN,1.00,,55.00,55.00,1,1,0,55.00
2025-07,Fuze Tea,Bebida,ORDEN,16.00,,640.00,640.00,12,0,0,40.00
2026-06,Bisquet,Otros,ORDEN,155.00,,4650.00,4650.00,32,0,0,30.00
2025-01,Orden Huevos Estrellados,Huevos,ORDEN,12.00,,1200.00,1200.00,11,0,0,100.00
2026-09,Gorditas de Azúcar,Gordita,PIEZA,10.00,10.00,420.00,420.00,4,0,0,42.00
2023-10,Huevos a la Mexicana,Huevos,ORDEN,28.00,,2324.00,2324.00,17,0,0,83.00
2025-02,Orden Huevos Estrellados,Huevos,ORDEN,5.00,,530.00,530.00,5,0,0,106.00
2025-07,Salsa Roja,Guarnicion,ORDEN,36.00,,32.00,32.00,17,0,0,0.89
2026-03,Salsa Roja,Guarnicion,ORDEN,28.00,,0.00,0.00,12,0,0,0.00
2024-11,Pieza de Pan,Guarnicion,ORDEN,97.00,,2134.00,2134.00,30,0,0,22.00
2024-11,Huevos con Deshebrada,Huevos,ORDEN,14.00,,1596.00,1596.00,11,0,0,114.00
2023-12,Pieza Entomatada,Entomatada,ORDEN,1.00,,20.00,20.00,1,0,0,20.00
2026-05,Bisquet,Otros,ORDEN,144.00,,4290.00,4320.00,37,0,0,29.79
2023-12,Entomatadas,Entomatada,ORDEN,124.00,,18311.90,18317.00,90,73,18,147.68
2024-05,Limón 1 Litro,Bebida,ORDEN,76.00,,3616.00,3616.00,26,0,0,47.58
2025-09,Fuze Tea,Bebida,ORDEN,16.00,,640.00,640.00,9,0,0,40.00
2026-09,Gorditas Surtidas,Gordita,PIEZA,2.00,13.00,247.00,247.00,2,0,0,123.50
2023-08,Jamaica 1 Litro,Bebida,ORDEN,16.00,,833.45,860.00,8,0,0,52.09
2026-08,Horchata 1 Litro,Bebida,ORDEN,44.00,,3141.00,3141.00,22,0,0,71.39
2023-12,Pieza Enchilada Roja,Enchilada,ORDEN,1.00,,20.00,20.00,1,0,0,20.00
2025-05,Horchata Vaso,Bebida,ORDEN,154.00,,6061.00,6061.00,28,0,0,39.36
2024-06,Jamaica 1 Litro,Bebida,ORDEN,49.00,,2331.00,2331.00,22,0,0,47.57
2024-06,Pieza Huevo Estrellado Cocido,Huevos,ORDEN,14.00,,210.00,210.00,11,0,0,15.00
2024-09,1/2 Enchiladas Picositas,Enchilada,ORDEN,30.00,,3481.00,3481.00,28,20,1,116.03
2026-01,Orden Huevos Revueltos,Huevos,ORDEN,4.00,,460.00,460.00,2,0,0,115.00
2025-05,Pieza Huevo Estrellado Cocido,Huevos,ORDEN,9.00,,180.00,180.00,6,0,0,20.00
2026-07,Pieza de Pan Dulce,Guarnicion,ORDEN,133.00,,3724.00,3724.00,29,0,0,28.00
2023-12,Huevo Estrellado 2 pzas.,Huevos,ORDEN,7.00,,205.00,205.00,6,0,0,29.29
2024-08,1/2 Encremadas,Encremada,ORDEN,37.00,,3825.80,3834.00,31,16,2,103.40
2024-03,Salsa Roja,Guarnicion,ORDEN,8.00,,0.00,0.00,6,0,0,0.00
2024-01,Pieza Tortilla de Harina,Guarnicion,ORDEN,6.00,,18.00,18.00,2,0,0,3.00
2025-11,Horchata Vaso,Bebida,ORDEN,169.00,,6675.00,6675.00,30,0,0,39.50
2025-06,Zanahorias p/llevar,Otros,ORDEN,34.00,,32.00,32.00,16,0,0,0.94
2026-07,Jamaica 1 Litro,Bebida,ORDEN,29.00,,1819.00,1819.00,20,0,0,62.72
2025-03,Aguacate Extra,Otros,ORDEN,9.00,,135.00,135.00,7,0,0,15.00
2024-04,Pieza Enchilada Picosa,Enchilada,ORDEN,1.00,,20.00,20.00,1,0,0,20.00
2024-04,Porción Frijol con Queso,Guarnicion,ORDEN,7.00,,35.00,35.00,4,0,0,5.00
2024-08,Huevo Estrellado 2 pzas.,Huevos,ORDEN,2.00,,64.00,64.00,1,0,0,32.00
2025-05,Salsa Verde,Guarnicion,ORDEN,38.00,,25.00,25.00,18,0,0,0.66
2024-09,Huevo Estrellado 2 pzas.,Huevos,ORDEN,3.00,,96.00,96.00,2,0,0,32.00
2025-04,Pieza Tortilla de Harina,Guarnicion,ORDEN,5.00,,25.00,25.00,2,0,0,5.00
2024-09,Café Negro,Bebida,ORDEN,328.00,,10842.00,10842.00,33,0,0,33.05
2023-09,Migada Guisado de Carne,Migada,PIEZA,186.00,186.00,19617.60,19638.00,157,0,64,105.47
2024-02,Plátano Frito,Otros,ORDEN,23.00,,730.00,730.00,20,0,0,31.74
2026-04,Zanahorias p/llevar,Otros,ORDEN,12.00,,0.00,0.00,4,0,0,0.00
2025-08,Entomatadas,Entomatada,ORDEN,75.00,,14181.00,14181.00,62,42,21,189.08
2025-01,Porción Frijol con Queso,Guarnicion,ORDEN,8.00,,40.00,40.00,7,0,0,5.00
2026-09,Café con Leche,Bebida,ORDEN,157.00,,6594.00,6594.00,15,0,0,42.00
2025-04,Pieza Entomatada,Entomatada,ORDEN,2.00,,50.00,50.00,2,0,0,25.00
2026-03,Enchiladas Picositas,Enchilada,ORDEN,20.00,,3798.00,3798.00,20,15,3,189.90
2024-08,Orden de Guisado Normal,Guarnicion,ORDEN,17.00,,1938.00,1938.00,15,0,0,114.00
2025-09,Enfrijoladas,Enfrijolada,ORDEN,9.00,,1677.00,1677.00,8,6,1,186.33
2024-04,1/2 Entomatadas,Entomatada,ORDEN,96.00,,9920.00,9927.00,83,67,17,103.33
2025-03,Entomatadas,Entomatada,ORDEN,84.00,,16821.00,16821.00,70,60,22,200.25
2026-05,1/2 Entomatadas,Entomatada,ORDEN,140.00,,18040.00,18040.00,107,78,34,128.86
2026-08,1/2 Enmoladas,Enmolada,ORDEN,54.00,,7576.00,7576.00,46,32,9,140.30
2024-03,Jugo Naranja Vaso,Bebida,ORDEN,98.00,,3844.00,3844.00,25,0,0,39.22
2025-01,Porción Ensalada,Guarnicion,ORDEN,4.00,,100.00,100.00,3,0,0,25.00
